text|entity_start|entity_end|emotion_labels|emotions
I felt ... when I opened the door to my partner's bathroom and saw the stinking state of the toilet.|9|11|[4]|['neutral']
I felt ... when I participated in gossip at work.|4|5|[3]|['joy']
I felt ... when I passed my driving test after the forth attempt.|4|5|[3]|['joy']
I felt ... when I read an article in the Times about David Baddiel's cat dying.|12|16|[5]|['sadness']
I felt ... when I read an article in the Times about David Baddiel's cat dying.|4|5|[5, 4]|['sadness', 'neutral']
I felt ... when I read that hunters had killed one of the world famous lions.|4|5|[0, 5]|['anger', 'sadness']
I felt ... when I read that hunters had killed one of the world famous lions.|7|8|[3]|['joy']
I felt ... when I realised that it was less than a month until Xmas. I absolutely love Xmas and it’s my favourite time of the year, so I often very ...|35|36|[3]|['joy']
I felt ... when I realised the brake pads on my car were noisy. I felt very unsafe. I made an appointment with the garage to resolve the problem.|20|21|[2]|['fear']
I felt ... when I realized I'm 49 years old and not achieved anything useful in my life.|6|7|[5]|['sadness']
I felt ... when I received a bonus at work.|4|5|[3]|['joy']
I felt ... when I received a postage stamp that I had bought online for my collection - it was in excellent condition and completed a set that I had been accumulating since childhood.|28|29|[3]|['joy']
I felt ... when I received an amazon voucher for a Christmas present - not only was it larger than I had reason to expect, but I now have enough in my gift card balance to buy a fitness tracker.|29|30|[3]|['joy']
I felt ... when I remember being part of a group of children at school who verbally bullied another child.|9|13|[3]|['joy']
I felt ... when I remember being part of a group of children at school who verbally bullied another child.|18|20|[5]|['sadness']
"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."|15|16|[4]|['neutral']
"I felt ... when I said ""no"" to helping someone out simply because I couldn't be bothered."|11|12|[5]|['sadness']
I felt ... when I saw a couple of newborn goats.|4|5|[3]|['joy']
I felt ... when I saw a group of homeless people and it was cold outside.|4|5|[5, 4]|['sadness', 'neutral']
I felt ... when I saw a group of homeless people and it was cold outside.|6|11|[4]|['neutral']
I felt ... when I saw a homeless cat on the street.|4|5|[0, 5]|['anger', 'sadness']
I felt ... when I saw a homeless man with a dog on the street.|4|5|[5, 4]|['sadness', 'neutral']
I felt ... when I saw a homeless man with a dog on the street.|6|9|[5, 4]|['sadness', 'neutral']
I felt ... when I saw a homeless person on the street.|4|5|[5, 4]|['sadness', 'neutral']
I felt ... when I saw a homeless person on the street.|6|9|[4]|['neutral']
I felt ... when I saw a load of dog poo on the pavement that someone had trod in and smeared all over the pavement.|4|5|[0, 1]|['anger', 'disgust']
I felt ... when I saw a load of dog poo on the pavement that someone had trod in and smeared all over the pavement.|16|17|[1, 4]|['disgust', 'neutral']
I felt ... when I saw a man and his son walking their dog, and the son was throwing stones at the dog and the father said nothing.|4|5|[0, 5, 0]|['anger', 'sadness', 'anger']
I felt ... when I saw a man and his son walking their dog, and the son was throwing stones at the dog and the father said nothing.|6|8|[4]|['neutral']
I felt ... when I saw a man and his son walking their dog, and the son was throwing stones at the dog and the father said nothing.|9|11|[4]|['neutral']
I felt ... when I saw a man known as Wooley yesterday and as I knew that there is a Wooley spotters social media page, I did not make it known to him.|29|30|[3]|['joy']
I felt ... when I saw a man known as Wooley yesterday and as I knew that there is a Wooley spotters social media page, I did not make it known to him.|6|12|[4]|['neutral']
I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.|4|5|[0, 5, 1]|['anger', 'sadness', 'disgust']
I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.|10|13|[5, 2]|['sadness', 'fear']
I felt ... when I saw a security man handling a homeless guy outside a shop, my ... was due to the fact they were not treating him like a human.|6|9|[0, 4]|['anger', 'neutral']
I felt ... when I saw a teenager kicking over some flowers in a park.|4|5|[0, 5]|['anger', 'sadness']
I felt ... when I saw a teenager kicking over some flowers in a park.|6|8|[3, 4]|['joy', 'neutral']
I felt ... when I saw my child perform in the school play.|4|5|[3]|['joy']
I felt ... when I saw my child perform in the school play.|6|8|[3]|['joy']
I felt ... when I saw my eldest son home from university after three months away.|4|5|[3]|['joy']
I felt ... when I saw my eldest son home from university after three months away.|6|9|[3]|['joy']
I felt ... when I saw somebody kicking their dog.|4|5|[0, 5]|['anger', 'sadness']
I felt ... when I saw somebody kicking their dog.|6|7|[0, 4]|['anger', 'neutral']
I felt ... when I saw somebody with their feet on a station seat.|4|5|[0, 1]|['anger', 'disgust']
I felt ... when I saw somebody with their feet on a station seat.|6|7|[4]|['neutral']
I felt ... when I shouted at my children with a lost temper which was uncalled for. Of course I apologised, but I carried the ... of it.|7|9|[2]|['fear']
I felt ... when I shouted at someone for no good reason|7|8|[0, 5]|['anger', 'sadness']
I felt ... when I smacked my granddaughter in public when she was being very naughty.|4|5|[0]|['anger']
I felt ... when I smacked my granddaughter in public when she was being very naughty.|7|9|[0, 2, 5]|['anger', 'fear', 'sadness']
I felt ... when I spent time with my kids.|4|5|[3]|['joy']
I felt ... when I spent time with my kids.|8|10|[3]|['joy']
I felt ... when I started eating a box of Christmas fudge, and ate the whole thing, after a pizza.|4|5|[1]|['disgust']
I felt ... when I stepped in dog shit on the way to the shops.|4|5|[1]|['disgust']
I felt ... when I stepped into a pile of dog excrement on the pavement.|4|5|[1]|['disgust']
I felt ... when I told a friend I was ill when I was supposed to be meeting them when I really just wanted a night in front of the tv.|6|8|[5, 4]|['sadness', 'neutral']
I felt ... when I told a lie to get out of an appointment, when there was not really any reason why I could not attend.|23|24|[4]|['neutral']
I felt ... when I took a sickie from work because my dog was ill.|4|5|[5, 2]|['sadness', 'fear']
I felt ... when I took my Dad's scissors from his drawer when I was not supposed to.|14|15|[4]|['neutral']
I felt ... when I took my Dad's scissors from his drawer when I was not supposed to.|6|8|[0, 4]|['anger', 'neutral']
I felt ... when I took some cute little miniature tiles from a display in a shop.|4|5|[3, 4]|['joy', 'neutral']
I felt ... when I turned around and couldn't see my son.|4|5|[2]|['fear']
I felt ... when I turned around and couldn't see my son.|11|13|[2, 4]|['fear', 'neutral']
I felt ... when I walked past a homeless person sleeping on the streets of London.|4|5|[5, 4]|['sadness', 'neutral']
I felt ... when I walked past a homeless person sleeping on the streets of London.|7|10|[4]|['neutral']
I felt ... when I was a boy living with my Mother. On one occasion she did not come home at the expected time. I was alone in the house at quite a young age. I was about seven or eight at the time. It was not for another couple of hours before she eventually came home.|38|39|[2]|['fear']
I felt ... when I was about 8 years old as I took a packet of sweets from a shop when the shopkeeper was out the back. We had very little money and having sweets was a rarity.|21|24|[0]|['anger']
I felt ... when I was about seventeen and went on a long car trip with my boyfriend, he ran out of petrol and neither of us had any money so I had to beg money in a services to try to get enough petrol to get us home.|32|33|[2]|['fear']
I felt ... when I was about seventeen and went on a long car trip with my boyfriend, he ran out of petrol and neither of us had any money so I had to beg money in a services to try to get enough petrol to get us home.|16|18|[2, 4]|['fear', 'neutral']
I felt ... when I was arrested for stealing.|4|5|[5]|['sadness']
I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|4|5|[5]|['sadness']
I felt ... when I was awarded a grant and a friend, who is worse off than me, was refused.|10|12|[5]|['sadness']
I felt ... when I was being bullied at work and didn't think there was going to be an end to it.|4|5|[5, 2]|['sadness', 'fear']
I felt ... when I was blamed for a problem at work (I was not at fault).|13|14|[0, 5]|['anger', 'sadness']
I felt ... when I was driving earlier and cyclists cut in front of me when it was my right of way. It scared me that I thought I might hit and hurt them, but it would have been entirely their own fault.|29|30|[2]|['fear']
I felt ... when I was driving earlier and cyclists cut in front of me when it was my right of way. It scared me that I thought I might hit and hurt them, but it would have been entirely their own fault.|9|10|[2, 4]|['fear', 'neutral']
I felt ... when I was fired from a job for not meeting achievement quotas regularly enough. This was something that made me feel ... as it was something that only happened to me at that time and I felt embarrassed in the context of my colleagues at that workplace.|39|40|[0, 5]|['anger', 'sadness']
I felt ... when I was fired from a job for not meeting achievement quotas regularly enough. This was something that made me feel ... as it was something that only happened to me at that time and I felt embarrassed in the context of my colleagues at that workplace.|46|48|[5, 4]|['sadness', 'neutral']
I felt ... when I was given a very special spinning wheel as a surprise on my birthday from all my family.|4|5|[3, 3]|['joy', 'joy']
I felt ... when I was given a very special spinning wheel as a surprise on my birthday from all my family.|20|22|[3]|['joy']
I felt ... when I was given far more than the correct change in a shop, and didn't alert the shop assistant to her error.|21|24|[4]|['neutral']
I felt ... when I was in an amateur dramatics and got a singing part in a musical called Kiss Me Kate and got to sing a big number called To Darn Hot. The show ran for a week and I was able to perform this to hundreds of people each night.|43|44|[3]|['joy']
I felt ... when I was in an amateur dramatics and got a singing part in a musical called Kiss Me Kate and got to sing a big number called To Darn Hot. The show ran for a week and I was able to perform this to hundreds of people each night.|50|53|[3]|['joy']
I felt ... when I was in school and myself and some friends were playing outside. The ball we were playing with went through the school window and smashed it. We were brought in front of the school principal where he proceeded to chastise us.|38|41|[0]|['anger']
I felt ... when I was last interviewed for a job.|4|5|[0, 2]|['anger', 'fear']
I felt ... when I was on holiday and it was the last day and had to come home.|4|5|[5]|['sadness']
I felt ... when I was on holiday and saw the sea for the first time.|4|5|[3]|['joy']
I felt ... when I was riding my motor scooter too fast and saw that I was going to hit a car. I hit the car and was not badly hurt but it was a ... experience.|24|25|[2]|['fear']
I felt ... when I was trapped in a subway train in New York with a crazy person threatening me and my friends with a broken bottle.|4|5|[2]|['fear']
I felt ... when I was trapped in a subway train in New York with a crazy person threatening me and my friends with a broken bottle.|16|19|[0, 3]|['anger', 'joy']
I felt ... when I was trapped in a subway train in New York with a crazy person threatening me and my friends with a broken bottle.|22|24|[2]|['fear']
I felt ... when I was very pleased when a dad gave me a bike.|4|5|[3]|['joy']
I felt ... when I was very pleased when a dad gave me a bike.|9|11|[3]|['joy']
I felt ... when I was younger and I was caught cheating on a test in school. The teacher had seen me copying off someone else and gave me a warning about this.|18|20|[0, 4]|['anger', 'neutral']
I felt ... when I was younger and I was caught cheating on a test in school. The teacher had seen me copying off someone else and gave me a warning about this.|25|26|[4]|['neutral']
I felt ... when I wasn’t able to speak to a close friend when he was been sick in hospital. It made me ... because I wanted to be able to make him feel happier, and wasn’t able to do so.|29|30|[0, 5]|['anger', 'sadness']
I felt ... when I wasn’t able to speak to a close friend when he was been sick in hospital. It made me ... because I wanted to be able to make him feel happier, and wasn’t able to do so.|13|16|[5]|['sadness']
I felt ... when I watched a good movie.|4|5|[3]|['joy']
I felt ... when I watched a sad film.|4|5|[5]|['sadness']
I felt ... when I watched videos of how some people treat animals.|4|5|[0]|['anger']
I felt ... when I watched videos of how some people treat animals.|9|11|[4]|['neutral']
I felt ... when I weighed myself after Christmas.|4|5|[4]|['neutral']
I felt ... when I went into an unclean toilet. It was not fit for use and I walked out again.|19|20|[1]|['disgust']
I felt ... when I went on holiday and left our cat behind.|4|5|[5]|['sadness']
I felt ... when I woke up one morning to hear the radio alarm clock declaring that Princess Diana had died.|4|5|[5]|['sadness']
I felt ... when I won a price for writing an article on podcasting.|4|5|[3]|['joy']
I felt ... when I won several hundred pounds on the lottery.|4|5|[3, 3]|['joy', 'joy']
I felt ... when I won £210 on a slot machine, so I could buy myself some emeralds.|14|15|[3]|['joy']
I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|24|25|[3]|['joy']
I felt ... when I'd eventually finished a portrait of a relative's pet dog, and was very satisfied with the likeness I had achieved.|11|13|[3]|['joy']
I felt ... when Liverpool beat Manchester United.|0|1|[3]|['joy']
I felt ... when Liverpool beat Manchester United.|4|6|[3]|['joy']
I felt ... when Liverpool beat Manchester United.|7|10|[5]|['sadness']
I felt ... when a close relative died.|0|1|[5]|['sadness']
I felt ... when a man grabbed me on the bus and didn't want to let me go. People around stared at both of us doing nothing. Eventually I managed to escape.|31|32|[2]|['fear']
I felt ... when a man grabbed me on the bus and didn't want to let me go. People around stared at both of us doing nothing. Eventually I managed to escape.|20|21|[4]|['neutral']
I felt ... when a man grabbed me on the bus and didn't want to let me go. People around stared at both of us doing nothing. Eventually I managed to escape.|4|6|[0, 3, 4]|['anger', 'joy', 'neutral']
I felt ... when a shop assistant gave me too much change and I didn't say anything.|4|7|[4]|['neutral']
I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|0|1|[0, 5]|['anger', 'sadness']
I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|21|24|[0, 5, 4]|['anger', 'sadness', 'neutral']
I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|4|6|[0, 4]|['anger', 'neutral']
I felt ... when a woman on the bus refused to fold her child’s buggy up to allow a wheelchair user to board.|12|14|[4]|['neutral']
I felt ... when an online order was delivered and the item was better than expected|0|1|[3]|['joy']
I felt ... when another dog owner told someone else that my dog was vicious when he is not.|0|1|[0]|['anger']
I felt ... when another dog owner told someone else that my dog was vicious when he is not.|4|7|[2, 4]|['fear', 'neutral']
I felt ... when another dog owner told someone else that my dog was vicious when he is not.|8|9|[2, 4]|['fear', 'neutral']
I felt ... when competing in a competition and I took the winning spot just seconds before the contest was over. The person that was bumped down to second was a child and they were very upset at losing. I hadn’t intentionally overtaken them and felt really ... about making them sad.|22|30|[5]|['sadness']
I felt ... when competing in a competition and I took the winning spot just seconds before the contest was over. The person that was bumped down to second was a child and they were very upset at losing. I hadn’t intentionally overtaken them and felt really ... about making them sad.|31|33|[0, 5]|['anger', 'sadness']
I felt ... when it was dark and I was in an unknown area.|8|9|[2]|['fear']
I felt ... when my 15 year old cat had to be put to sleep in my arms because she had a tumour on her heel that could not be operated on because of the location.|0|1|[5]|['sadness']
I felt ... when my Gran passed away.|0|1|[5]|['sadness']
I felt ... when my Granny passed away. It's her anniversary and I'm so ... again. I miss her so...|21|22|[5]|['sadness']
I felt ... when my aunt died as I hadn’t seen her properly for a while. It stirred up lots of feelings of ..., especially the fact that I hadn’t had much time with my family. I felt ... that I hadn’t bothered.|49|50|[5]|['sadness']
I felt ... when my aunt died as I hadn’t seen her properly for a while. It stirred up lots of feelings of ..., especially the fact that I hadn’t had much time with my family. I felt ... that I hadn’t bothered.|42|44|[5]|['sadness']
I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|39|40|[5]|['sadness']
I felt ... when my aunt rang me last week crying to say her beautiful chihuahua Chelko had gone to Rainbow Bridge. He was old, but I loved him very much and I used to always take care of him and his sister in my house.|4|6|[5]|['sadness']
I felt ... when my beautiful dog had to be brought to the vet and the decision was made for her to be put to sleep.|0|1|[5]|['sadness']
I felt ... when my beautiful dog had to be brought to the vet and the decision was made for her to be put to sleep.|12|14|[5, 4]|['sadness', 'neutral']
I felt ... when my best friend had a little boy, who she had been trying for years for.|0|1|[3]|['joy']
I felt ... when my best friend had a little boy, who she had been trying for years for.|8|11|[4]|['neutral']
I felt ... when my best friend had a little boy, who she had been trying for years for.|4|7|[3]|['joy']
I felt ... when my boyfriend of several years broke up with me.|0|1|[5]|['sadness']
I felt ... when my boyfriend of several years broke up with me.|4|6|[5]|['sadness']
I felt ... when my cat Pepsi died. I felt ... that she had died and I felt ... about the fact I couldn’t do anything to help her. I remember just cuddling her before she was put to sleep and I was so ...|50|51|[5]|['sadness']
I felt ... when my cat ate for the first time after being too sick to eat for weeks. Knowing she was eating again meant that she should survive so I’m glad she ate.|31|32|[3]|['joy']
I felt ... when my computer crashed.|0|1|[0, 5]|['anger', 'sadness']
I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|15|16|[3]|['joy']
I felt ... when my current boyfriend asked me to be exclusive with him. I really liked him and was glad he felt the same way and wanted things to go in the same direction.|4|7|[3]|['joy']
I felt ... when my dad fell and hurt his ankle.|0|1|[5, 2]|['sadness', 'fear']
I felt ... when my dad fell and hurt his ankle.|4|6|[5, 2]|['sadness', 'fear']
I felt ... when my dad had his little toe cut off because of diabetes and I recognised that if I didn't change my lifestyle that could be me and that I was ... of who I was.|37|38|[5, 2]|['sadness', 'fear']
I felt ... when my dad had his little toe cut off because of diabetes and I recognised that if I didn't change my lifestyle that could be me and that I was ... of who I was.|4|6|[5]|['sadness']
I felt ... when my daughter got a really good job enabling her to do what she loves best.|0|1|[3]|['joy']
I felt ... when my daughter got a really good job enabling her to do what she loves best.|4|6|[3]|['joy']
I felt ... when my daughter told me she has a prestigious job lined up.|0|1|[3]|['joy']
I felt ... when my daughter told me she has a prestigious job lined up.|4|6|[3]|['joy']
I felt ... when my daughter was born as we had been trying for years.|0|1|[3]|['joy']
I felt ... when my daughter was born as we had been trying for years.|4|6|[4]|['neutral']
I felt ... when my daughter was born as we had been trying for years.|9|10|[3]|['joy']
I felt ... when my daughter was born.|0|1|[3]|['joy']
I felt ... when my daughter was born.|4|6|[4]|['neutral']
I felt ... when my dog ate his own poo. I do apologize. He now is more selective and just eats fresh poo of other dogs. Still ...|12|13|[1]|['disgust']
I felt ... when my dog decided to try to be too friendly with another dog and was a real pest. It was embarrassing and made me feel ... as the other dog owner was so nice about it.|31|35|[4]|['neutral']
I felt ... when my dog died. He was ill for a while. Still miss him.|0|1|[5]|['sadness']
I felt ... when my dog finally learnt how to go outside rather than peeing in the house. I was over the moon, because it took quite a while to train her. I remember I couldn’t stop smiling, I was so ...|46|47|[3]|['joy']
I felt ... when my dog started being too assertive with another dog, so I had to take him home early.|16|17|[0, 2, 5]|['anger', 'fear', 'sadness']
I felt ... when my elderly mother gave me a cup of coffee made with mouldy instant coffee.|0|1|[1]|['disgust']
I felt ... when my elderly mother gave me a cup of coffee made with mouldy instant coffee.|4|7|[3]|['joy']
I felt ... when my ex husband threatened me and put me down in front of my children.|0|1|[0, 2]|['anger', 'fear']
I felt ... when my ex husband threatened me and put me down in front of my children.|16|18|[2]|['fear']
I felt ... when my ex husband threatened me and put me down in front of my children.|4|6|[0]|['anger']
I felt ... when my ex-partner cheated on me numerous times. He did not even try to hide it, and when I look back on the situation I feel ...|32|33|[0, 5]|['anger', 'sadness']
I felt ... when my ex-partner cheated on me numerous times. He did not even try to hide it, and when I look back on the situation I feel ...|4|9|[4]|['neutral']
I felt ... when my family came to visit me to celebrate my 50th birthday.  It was great to have aunts and cousins as well as closer family having a good time together.|0|1|[3]|['joy']
I felt ... when my family came to visit me to celebrate my 50th birthday.  It was great to have aunts and cousins as well as closer family having a good time together.|4|6|[3]|['joy']
I felt ... when my father was diagnosed with terminal cancer|0|1|[5]|['sadness']
I felt ... when my father was diagnosed with terminal cancer|4|6|[5]|['sadness']
I felt ... when my favourite character finally got the love interest he wanted.|0|1|[3]|['joy']
I felt ... when my favourite character finally got the love interest he wanted.|4|7|[3]|['joy']
I felt ... when my favourite character finally got the love interest he wanted.|9|12|[3]|['joy']
I felt ... when my favourite football team won the cup final.|0|1|[3]|['joy']
I felt ... when my favourite football team won the cup final.|4|7|[3]|['joy']
I felt ... when my first boyfriend broke up with me. I really loved him and it broke my heart. In retrospect it was for the best, but it didn't seem like it at the time.|12|13|[5, 4]|['sadness', 'neutral']
I felt ... when my first boyfriend broke up with me. I really loved him and it broke my heart. In retrospect it was for the best, but it didn't seem like it at the time.|4|7|[5, 4]|['sadness', 'neutral']
I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|16|17|[5, 2, 4]|['sadness', 'fear', 'neutral']
I felt ... when my friend's eye was watering after an injection into it and I could do nothing to help.|4|6|[5, 2, 4]|['sadness', 'fear', 'neutral']
I felt ... when my girlfriend slapped me.|0|1|[0]|['anger']
I felt ... when my girlfriend slapped me.|4|6|[0]|['anger']
I felt ... when my grandad died.|0|1|[5]|['sadness']
I felt ... when my grandmother died.|0|1|[5]|['sadness']
I felt ... when my grandmother had passed away.|0|1|[5]|['sadness']
I felt ... when my grandparent died. It was very unexpected and although we were not close, it came as a shock.|0|1|[5]|['sadness']
I felt ... when my great aunt passed away, because I hadn't seen her before she died.|11|12|[5, 4]|['sadness', 'neutral']
I felt ... when my house from a few years ago got damaged by burst pipes and flooded internally. Most of our belongings were destroyed and we had to move out for nearly 18 months while the house dried out and was refurbished. It was an awful lot of hassle and upheaval.|0|1|[0]|['anger']
I felt ... when my house from a few years ago got damaged by burst pipes and flooded internally. Most of our belongings were destroyed and we had to move out for nearly 18 months while the house dried out and was refurbished. It was an awful lot of hassle and upheaval.|27|28|[0, 5]|['anger', 'sadness']
I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|0|1|[2]|['fear']
I felt ... when my house was burgled as my children were asleep in bed at the time, and it was the thought that anything could have happened to them.|10|12|[2]|['fear']
I felt ... when my kitten escaped and I thought I had lost him.|10|11|[5, 2]|['sadness', 'fear']
I felt ... when my lover Pierre-Guillaume left me for another woman.|0|1|[5]|['sadness']
I felt ... when my lover Pierre-Guillaume left me for another woman.|15|17|[3]|['joy']
I felt ... when my lover Pierre-Guillaume left me for another woman.|4|6|[4]|['neutral']
I felt ... when my mate died and I wasn't there to help him.|8|9|[5]|['sadness']
I felt ... when my mom caught me lying.|0|1|[5]|['sadness']
I felt ... when my mom caught me lying.|4|6|[0, 5]|['anger', 'sadness']
I felt ... when my mom offered me curry.|0|1|[3, 4]|['joy', 'neutral']
I felt ... when my mom offered me curry.|4|6|[3]|['joy']
I felt ... when my mother forgot my daughter's birthday.|0|1|[0, 5]|['anger', 'sadness']
I felt ... when my mother forgot my daughter's birthday.|7|9|[5, 4]|['sadness', 'neutral']
I felt ... when my mother passed away from cancer.|0|1|[5]|['sadness']
I felt ... when my mother passed away.|0|1|[5]|['sadness']
I felt ... when my mother-in-law passed away.|0|1|[5]|['sadness']
I felt ... when my now husband proposed to me.|0|1|[3]|['joy']
I felt ... when my now husband proposed to me.|4|7|[3]|['joy']
I felt ... when my partner and I got married. It was on a beautiful day in the botanic gardens surrounded by all the people who matter to us.|4|8|[3]|['joy']
I felt ... when my partner and I got married. It was on a beautiful day in the botanic gardens surrounded by all the people who matter to us.|25|31|[3]|['joy']
I felt ... when my pet died.|0|1|[5]|['sadness']
I felt ... when my son came down for breakfast early, because I was playing some fun music tracks on the phone. We danced along to the music as we ate breakfast.|13|14|[3]|['joy']
I felt ... when my son came down for breakfast early, because I was playing some fun music tracks on the phone. We danced along to the music as we ate breakfast.|31|32|[3]|['joy']
I felt ... when my son came down for breakfast early, because I was playing some fun music tracks on the phone. We danced along to the music as we ate breakfast.|4|6|[3]|['joy']
I felt ... when my son was born.|0|1|[3]|['joy']
I felt ... when my son was born.|4|6|[4]|['neutral']
I felt ... when my son was born. It was an amazing feeling looking at his face for the first time.|0|1|[3]|['joy']
I felt ... when my son was born. It was an amazing feeling looking at his face for the first time.|4|6|[4]|['neutral']
I felt ... when my team won the cup.|0|1|[3]|['joy']
I felt ... when my team won the cup.|4|6|[3]|['joy']
I felt ... when one of my very shy foster cats came and sat beside me for a cuddle and purred contentedly.|0|1|[3]|['joy']
I felt ... when our cats was mauled because the night before we found her I had passed her in the garden she lay in and the ... of that still bothers me, was she alive? Even the fact she was out in the cold all night.|14|15|[5]|['sadness']
I felt ... when private messages between me and someone else were publicly posted on Facebook. I was ... because it was so embarrassing.|17|18|[0]|['anger']
I felt ... when private messages between me and someone else were publicly posted on Facebook. I was ... because it was so embarrassing.|7|8|[0]|['anger']
I felt ... when private messages between me and someone else were publicly posted on Facebook. I was ... because it was so embarrassing.|9|10|[0]|['anger']
I felt ... when somebody nearly crashed into me driving a bus.|0|1|[2]|['fear']
I felt ... when somebody nearly crashed into me driving a bus.|4|5|[2]|['fear']
I felt ... when someone I knew faked having cancer to win sympathy and approval. It all came out afterwards, and people had given money, time and energy into him.|5|6|[0, 1]|['anger', 'disgust']
I felt ... when someone I knew faked having cancer to win sympathy and approval. It all came out afterwards, and people had given money, time and energy into him.|23|24|[0]|['anger']
I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|5|6|[0, 5]|['anger', 'sadness']
I felt ... when someone I thought was my friend betrayed my confidences and got me fired.|8|10|[3, 4]|['joy', 'neutral']
I felt ... when someone accused me of spreading a rumour, but I had nothing to do with it.|14|15|[0]|['anger']
I felt ... when someone accused me of spreading a rumour, but I had nothing to do with it.|4|5|[0, 4]|['anger', 'neutral']
I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|0|1|[0, 2]|['anger', 'fear']
I felt ... when someone overtook my car on a blind bend and nearly caused an accident.|4|5|[2]|['fear']
I felt ... when spending Christmas with my Son.|0|1|[3]|['joy']
I felt ... when spending Christmas with my Son.|8|10|[3]|['joy']
I felt ... when starting to open an envelope that I presumed contained the results of a hospital test I had taken recently.|19|20|[2]|['fear']
I felt ... when the gas board dug up a local road.|0|1|[0, 2, 5]|['anger', 'fear', 'sadness']
I felt ... when the neighbour's wife had passed away. Although I did not know him very well, I felt sorry for him.|21|22|[5, 4]|['sadness', 'neutral']
I felt ... when the neighbour's wife had passed away. Although I did not know him very well, I felt sorry for him.|4|6|[5]|['sadness']
I felt ... when there was a documentary about starving african children on television.|0|1|[5]|['sadness']
I felt ... when there was a tsunami in Thailand because lots of people were killed.|0|1|[5]|['sadness']
I felt ... when there was an unexplained withdrawal from my bank account and thought I was being fleeced. It was eventually corrected.|15|16|[2]|['fear']
I felt ... when walking alone after dark in an unknown area.|0|1|[2]|['fear']
I felt ... when was in the doctors surgery and the receptionist announced my medical issues very loudly, for all to hear.|0|1|[0]|['anger']
I felt ... when was in the doctors surgery and the receptionist announced my medical issues very loudly, for all to hear.|21|22|[4]|['neutral']
I felt ... when was in the doctors surgery and the receptionist announced my medical issues very loudly, for all to hear.|10|13|[4]|['neutral']
I felt ... when watching Prime Ministers Questions on TV at the way the MPs barracked and behaved. It was not appropriate.|0|1|[0]|['anger']
I felt ... when watching Prime Ministers Questions on TV at the way the MPs barracked and behaved. It was not appropriate.|5|7|[0]|['anger']
I felt ... when watching Prime Ministers Questions on TV at the way the MPs barracked and behaved. It was not appropriate.|13|16|[0, 4]|['anger', 'neutral']
I felt ... when watching children in need and seeing some of the stories the families had.|0|1|[5]|['sadness']
I felt ... when watching children in need and seeing some of the stories the families had.|5|6|[5]|['sadness']
I felt ... when watching children in need and seeing some of the stories the families had.|14|16|[5]|['sadness']
I felt ... when we had to put my mum into a residential home because she couldn't look after herself and was getting confused putting herself in danger|0|1|[5]|['sadness']
I felt ... when we had to put my mum into a residential home because she couldn't look after herself and was getting confused putting herself in danger|8|10|[5, 2, 4]|['sadness', 'fear', 'neutral']
I felt ... when we had to put my mum into a residential home because she couldn't look after herself and was getting confused putting herself in danger|4|5|[5]|['sadness']
I felt ... when we lost the Referendum on brexit.|0|1|[0, 5]|['anger', 'sadness']
I felt ... when we lost the Referendum on brexit.|4|5|[0, 5]|['anger', 'sadness']
I felt ... when we saw my partner's sister on Boxing Day and had not realized she would be at his parents' place and had bought us gifts. We did not have anything to give her.|6|10|[4]|['neutral']
I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|42|43|[2]|['fear']
I felt ... when we were making a long journey and my husband, who was driving, failed to see a lorry pulling out in front of us. I yelled and he acted, which saved us, but I still was ...|11|13|[2]|['fear']
I felt ... when witnessing the joy on my children’s face on Christmas morning.|0|1|[3]|['joy']
I felt ... when witnessing the joy on my children’s face on Christmas morning.|8|10|[3]|['joy']
I felt ..., when my neighbour told me I had no right to live in my house and could not park my car in front of it. He's a mad man, but still I could not help to be ... by his statements.|37|38|[0]|['anger']
I felt ..., when my neighbour told me I had no right to live in my house and could not park my car in front of it. He's a mad man, but still I could not help to be ... by his statements.|5|7|[0]|['anger']
I felt a lot of...when I lied to my mother that I didn't smoke.|13|14|[5]|['sadness']
I felt a lot of...when I lied to my mother that I didn't smoke.|10|12|[0, 5, 4]|['anger', 'sadness', 'neutral']
