text|experiencer|emotion|explicit
Before him flew the owl, whooping as it sailed along the air. The demon hunter was so close to them that they could perfectly discern his horrible lineaments, the chain depending from his neck, and his antlered helm. Richmond shouted to him, but the rider continued his headlong course towards the lake, heedless of the call.|The demon hunter|['disgust']|True
Before him flew the owl, whooping as it sailed along the air. The demon hunter was so close to them that they could perfectly discern his horrible lineaments, the chain depending from his neck, and his antlered helm. Richmond shouted to him, but the rider continued his headlong course towards the lake, heedless of the call.|they|['disgust']|True
Believe me, I am not angry with you, and as for disliking you--what nonsense are we talking! But I can't regret that I let you see how painfully your behaviour impressed me. That hardness is not natural to you.|I|['disgust', 'joy', 'sadness']|True
"Below him the sea lay bluer than you could believe even when you saw it--blue with a delicate yet deep silky blue, the exquisiteness of which was thrown up by the brilliant white lines of its lapping on the high coast, to the northward. We had just sat down, when Dora broke out with--  ""I saw Niceboots at church. He did stare at you, papa, as if he had never heard a sermon before."""|Dora|['surprise']|True
"Below him the sea lay bluer than you could believe even when you saw it--blue with a delicate yet deep silky blue, the exquisiteness of which was thrown up by the brilliant white lines of its lapping on the high coast, to the northward. We had just sat down, when Dora broke out with--  ""I saw Niceboots at church. He did stare at you, papa, as if he had never heard a sermon before."""|We|['surprise']|True
"Bending low, I whispered in his ear his name, and in a moment his arms were around my neck, while he welcomed me back to the home, which, he said, was not home without me. And then, when the moon had gone down, and the stars shone too faintly to reveal his blushes, he told me the story of his happiness, to which I listened, while the great drops of sweat rolled down my face and moistened the pillow on which my head was resting. ""But why linger over those days of anguish, which made me an old man before my time?"|his|['joy']|True
Besides immaterial portions, it contained the following:--     'J reckon you know by now of our main news this fall, but lest you    should not have heard of it J send the exact thing snipped out of the    newspaper. Nobody expected her to do it quite so soon; but it is said    hereabout that my lord bishop and my lady had been drawing nigh to an    understanding before the glum tidings of Sir Blount's taking of his    own life reached her; and the account of this wicked deed was so sore    afflicting to her mind, and made her poor heart so timid and low, that    in charity to my lady her few friends agreed on urging her to let the    bishop go on paying his court as before, notwithstanding she had not    been a widow-woman near so long as was thought. This, as it turned    out, she was willing to do; and when my lord asked her she told him    she would marry him at once or never.|Nobody|['surprise']|True
Besides immaterial portions, it contained the following:--     'J reckon you know by now of our main news this fall, but lest you    should not have heard of it J send the exact thing snipped out of the    newspaper. Nobody expected her to do it quite so soon; but it is said    hereabout that my lord bishop and my lady had been drawing nigh to an    understanding before the glum tidings of Sir Blount's taking of his    own life reached her; and the account of this wicked deed was so sore    afflicting to her mind, and made her poor heart so timid and low, that    in charity to my lady her few friends agreed on urging her to let the    bishop go on paying his court as before, notwithstanding she had not    been a widow-woman near so long as was thought. This, as it turned    out, she was willing to do; and when my lord asked her she told him    she would marry him at once or never.|Sir Blount's|['anger']|True
Besides immaterial portions, it contained the following:--     'J reckon you know by now of our main news this fall, but lest you    should not have heard of it J send the exact thing snipped out of the    newspaper. Nobody expected her to do it quite so soon; but it is said    hereabout that my lord bishop and my lady had been drawing nigh to an    understanding before the glum tidings of Sir Blount's taking of his    own life reached her; and the account of this wicked deed was so sore    afflicting to her mind, and made her poor heart so timid and low, that    in charity to my lady her few friends agreed on urging her to let the    bishop go on paying his court as before, notwithstanding she had not    been a widow-woman near so long as was thought. This, as it turned    out, she was willing to do; and when my lord asked her she told him    she would marry him at once or never.|her|['anger', 'sadness', 'surprise']|True
Besides immaterial portions, it contained the following:--     'J reckon you know by now of our main news this fall, but lest you    should not have heard of it J send the exact thing snipped out of the    newspaper. Nobody expected her to do it quite so soon; but it is said    hereabout that my lord bishop and my lady had been drawing nigh to an    understanding before the glum tidings of Sir Blount's taking of his    own life reached her; and the account of this wicked deed was so sore    afflicting to her mind, and made her poor heart so timid and low, that    in charity to my lady her few friends agreed on urging her to let the    bishop go on paying his court as before, notwithstanding she had not    been a widow-woman near so long as was thought. This, as it turned    out, she was willing to do; and when my lord asked her she told him    she would marry him at once or never.|my lady|['anger', 'sadness']|True
Besides immaterial portions, it contained the following:--     'J reckon you know by now of our main news this fall, but lest you    should not have heard of it J send the exact thing snipped out of the    newspaper. Nobody expected her to do it quite so soon; but it is said    hereabout that my lord bishop and my lady had been drawing nigh to an    understanding before the glum tidings of Sir Blount's taking of his    own life reached her; and the account of this wicked deed was so sore    afflicting to her mind, and made her poor heart so timid and low, that    in charity to my lady her few friends agreed on urging her to let the    bishop go on paying his court as before, notwithstanding she had not    been a widow-woman near so long as was thought. This, as it turned    out, she was willing to do; and when my lord asked her she told him    she would marry him at once or never.|my lord bishop and my lady|['sadness']|True
Besides, the asking of such questions gave me good opportunity, through the answers they returned, of seeing what their notions of Jesus and of duty were, and thus of discovering how to help the dawn of the light in their growing minds. Nor let anyone fear that such employment of the divine gift of imagination will lead to foolish vagaries and useless inventions; while the object is to discover the right way--the truth--there is little danger of that. Besides, there I was to help hereby in the actual training of their imaginations to truth and wisdom.|anyone|['disgust', 'fear']|True
Besides, the asking of such questions gave me good opportunity, through the answers they returned, of seeing what their notions of Jesus and of duty were, and thus of discovering how to help the dawn of the light in their growing minds. Nor let anyone fear that such employment of the divine gift of imagination will lead to foolish vagaries and useless inventions; while the object is to discover the right way--the truth--there is little danger of that. Besides, there I was to help hereby in the actual training of their imaginations to truth and wisdom.|me|['disgust']|True
Better to wait. The one thing that really worried him was that he would not know where they were being taken. When they did get away, how would they ever find Pappy Jack again?|him|['fear']|True
"Between three and four, however, Raffles, suddenly looking at his watch, packed me off in a hurry to the other end of  London for my things. ""I'm afraid you must be famishing, Bunny. It's a fact that I eat very little, and that at odd hours, but I ought not to have forgotten you."|"""I'm"|['fear', 'sadness']|True
Bread and wine--sumptuous fare for poor fugitives--they ate and drank with keen relish. Dreamily she watched the green insects skimming over the surface of the shimmering water. On the bank swayed the rushes, as though making obeisance to a single gorgeous lily, set like a queen in the center of this little shining kingdom.|she|['joy']|True
Bright shone the moon, and, leaning forth, she gazed upon clearing and forest sleeping beneath the soft glamour. A beautiful, yet desolate scene, with not a living object visible--yes, one, and she suddenly drew back, for there, motionless in the full light, and gazing steadfastly toward her room, stood a figure in whom she recognized the Spanish troubadour. CHAPTER XX  AN UNEQUAL CONFLICT  Surveying his room carefully in the dim light of a candle, the fool discovered he stood in a small apartment, with a single window, whose barren furnishings consisted of a narrow couch, a chair and a massive wardrobe.|she|['joy', 'sadness', 'surprise']|True
"But I must take care lest I be boastful like Peter. ""Why should we be afraid of anything with him looking at us who is the Saviour of men? But we are afraid of him instead, because we do not believe that he is what he says he is--the Saviour of men."|we|['fear']|True
"But I prepared myself to meet her in the strength of the good humour which nature had just bestowed upon me. For I fear the failing will go with me to the grave that I am very ready to be annoyed, even to the loss of my temper, at the urgings of ignoble prudence. ""Good-morning, Miss Bowdler,"" I said."|I|['anger', 'disgust', 'fear']|True
But after the sun was down, the sky remained thinking about him; and the thought of the sky was in delicate translucent green on the horizon, just the colour of the earth etherealised and glorified--a broad band; then came another broad band of pale rose-colour; and above that came the sky's own eternal blue, pale likewise, but so sure and changeless. I never saw the green and the blue divided and harmonised by the rose-colour before. It was a wonderful sight.|I|['joy']|True
"But all these distractions Ninian Deacon swept aside. ""Miss Lulu,"" he said, ""I wanted you to hear about my trip up the Amazon, because I knew how interested you are in travels."" He talked, according to his lights, about the Amazon."|Miss Lulu|['joy']|True
"But all these distractions Ninian Deacon swept aside. ""Miss Lulu,"" he said, ""I wanted you to hear about my trip up the Amazon, because I knew how interested you are in travels."" He talked, according to his lights, about the Amazon."|you|['joy']|True
But as the years went by these fits grew rarer till at last they ceased altogether, since, thanks be to God, childhood can forget its grief. What did not cease, however, was the lad's love for Suzanne, or her love for him, which, if possible, was yet deeper. Brother may love sister, but that affection, however true, yet lacks something, since nature teaches that it can never be complete.|Suzanne|['joy']|True
But at present he was happy--happier than he had perhaps ever been in his life, and the feeling had a large foundation. This was simply the sense of success--the most agreeable emotion of the human heart. Osmond had never had too much of it; in this respect he had the irritation of satiety, as he knew perfectly well and often reminded himself.|Osmond|['joy']|True
But at present he was happy--happier than he had perhaps ever been in his life, and the feeling had a large foundation. This was simply the sense of success--the most agreeable emotion of the human heart. Osmond had never had too much of it; in this respect he had the irritation of satiety, as he knew perfectly well and often reminded himself.|the human heart|['joy']|True
But do not think I blame you, Wynnie, for feeling sad. I take it rather as the sign of a large life in you, that will not be satisfied with little things. I do not know when or how it may please God to give you the quiet of mind that you need; but I tell you that I believe it is to be had; and in the mean time, you must go on doing your work, trusting in God even for this.|I|['joy']|True
But do not think I blame you, Wynnie, for feeling sad. I take it rather as the sign of a large life in you, that will not be satisfied with little things. I do not know when or how it may please God to give you the quiet of mind that you need; but I tell you that I believe it is to be had; and in the mean time, you must go on doing your work, trusting in God even for this.|you|['joy']|True
But he knew nothing more; for until the morning when the desert wind blew, no Hebrew had disclosed the plans of his kindred. But the more sorely the heat of the day oppressed them, the greater became the dread of the faint-hearted of the pilgrimage through the hot, dusty, waterless desert. The terrible day had given them a foretaste of what was impending and when, toward noon, the dust grew thicker, the air more and more oppressive, a Hebrew trader, from whom the Egyptian soldiers purchased goods, stole into the store-house to ask the commander to prevent his people from rushing to their doom.|faint-hearted of the pilgrimage|['fear', 'sadness']|True
But he knew nothing more; for until the morning when the desert wind blew, no Hebrew had disclosed the plans of his kindred. But the more sorely the heat of the day oppressed them, the greater became the dread of the faint-hearted of the pilgrimage through the hot, dusty, waterless desert. The terrible day had given them a foretaste of what was impending and when, toward noon, the dust grew thicker, the air more and more oppressive, a Hebrew trader, from whom the Egyptian soldiers purchased goods, stole into the store-house to ask the commander to prevent his people from rushing to their doom.|them|['fear', 'sadness']|True
But he wouldn't have married me if I had been poor. I don't hurt you in saying that. How can I?|I|['anger']|True
But he wouldn't have married me if I had been poor. I don't hurt you in saying that. How can I?|you|['anger']|True
"But he's not needin' any two hands to unholster now. An' he's drinkin' a lot--mean, ugly drunk, he is. Somethin' must have riled him good tonight--""  ""In the cantina there was a soldier from the camp,"" Faquita volunteered."|he's|['disgust']|True
But her fears seemed the uglier, thus shorn of their vagueness; and besides, she had to act, not rave. For the first time she forced herself to reckon up the exact amount of her debt to Trenor; and the result of this hateful computation was the discovery that she had, in all, received nine thousand dollars from him. The flimsy pretext on which it had been given and received shrivelled up in the blaze of her shame: she knew that not a penny of it was her own, and that to restore her self-respect she must at once repay the whole amount.|she|['anger']|True
"But if we do them we shall thus make acquaintance with them, and come to see what is in them. The roughest kernel amongst them has a tree of life in its heart."" ""I wish he would tell me something to do,"" said Charlie."|them|['joy']|True
"But it isn't that a bit with the swells--the women, that is. They just love the idea of doing something almost naughty, once in a while in their virtuous lives--when a San Francisco woman _is_ proper she'd make you really tired with her superior airs and censorious tongue; but there isn't much she doesn't know, all the same, and she just revels in venturing this far."" ""I don't understand,"" said the bewildered Englishman."|They|['joy']|True
"But it isn't that a bit with the swells--the women, that is. They just love the idea of doing something almost naughty, once in a while in their virtuous lives--when a San Francisco woman _is_ proper she'd make you really tired with her superior airs and censorious tongue; but there isn't much she doesn't know, all the same, and she just revels in venturing this far."" ""I don't understand,"" said the bewildered Englishman."|a San Francisco woman|['disgust']|True
"But it isn't that a bit with the swells--the women, that is. They just love the idea of doing something almost naughty, once in a while in their virtuous lives--when a San Francisco woman _is_ proper she'd make you really tired with her superior airs and censorious tongue; but there isn't much she doesn't know, all the same, and she just revels in venturing this far."" ""I don't understand,"" said the bewildered Englishman."|you|['disgust']|True
But it was a delight to my heart to see how Ethelwyn could not be satisfied without treating the foundling in precisely the same fashion as one of her own. And if this was a necessary preparation for what, should follow, I would be the very last to complain of it. We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom.|I|['anger', 'joy', 'sadness']|True
But it was a wild dreary dawn--a blot of gray first, which then stretched into long lines of dreary yellow and gray, looking more like a blasted and withered sunset than a fresh sunrise. And well it suited that waste, wide, deserted churchyard, if churchyard I ought to call it where no church was to be seen--only a vast hideous square of graves. Before me I noticed especially one old grave, the flat stone of which had broken in two and sunk in the middle.|I|['disgust']|True
But it was only fancy, and, with a sigh, I turned away and went down through the hall. There were reminders of her at every turn,--there was the place where she had sat sewing in the evenings; over the fireplace hung a little picture she had painted, rude enough, no doubt, but beautiful to my eyes. With a sudden impulse, I ran down the steps and to the old seat under the oaks by the river.|her|['joy', 'sadness']|True
But it was only fancy, and, with a sigh, I turned away and went down through the hall. There were reminders of her at every turn,--there was the place where she had sat sewing in the evenings; over the fireplace hung a little picture she had painted, rude enough, no doubt, but beautiful to my eyes. With a sudden impulse, I ran down the steps and to the old seat under the oaks by the river.|my eyes|['joy', 'sadness']|True
But no woman was dragged away alive; for if this fate threatened her, and rescue was impossible, she was instantly speared from her own ranks to save her from a fate which would have dishonored the tribe. And the women indeed, in this battle were no less formidable than the men themselves, for they fought with the swift venom of the she-wolf, the cunning fury of the mad heifer, intuitive and implacable. Their instincts of motherhood, the safeguard of the future, made them loathe with a blind, unspeakable hate these filthy and bestial males who threatened to father their children.|the men|['fear']|True
But no woman was dragged away alive; for if this fate threatened her, and rescue was impossible, she was instantly speared from her own ranks to save her from a fate which would have dishonored the tribe. And the women indeed, in this battle were no less formidable than the men themselves, for they fought with the swift venom of the she-wolf, the cunning fury of the mad heifer, intuitive and implacable. Their instincts of motherhood, the safeguard of the future, made them loathe with a blind, unspeakable hate these filthy and bestial males who threatened to father their children.|the women|['anger', 'fear']|True
But no woman was dragged away alive; for if this fate threatened her, and rescue was impossible, she was instantly speared from her own ranks to save her from a fate which would have dishonored the tribe. And the women indeed, in this battle were no less formidable than the men themselves, for they fought with the swift venom of the she-wolf, the cunning fury of the mad heifer, intuitive and implacable. Their instincts of motherhood, the safeguard of the future, made them loathe with a blind, unspeakable hate these filthy and bestial males who threatened to father their children.|the women indeed, in this battle|['fear']|True
But now I am only showing you what seems to me to bring us a step nearer to the essential region of the miracle, and so far make it easier to believe. If we look at the history of our Lord, we shall find that, true real human body as his was, it was yet used by his spirit after a fashion in which we cannot yet use our bodies. And this is only reasonable.|we|['fear']|True
"But now it was different, for despair had left her, and hope shone in her heart again, and behold! of a sudden she was hungry, and ate and drank with gladness, while Sihamba thought. Presently the little woman looked up and whispered:  ""A plan comes into my head; it is a strange one, but I can find no other, and it may serve our turn, for I think that good luck goes with us."|she|['joy']|True
But now, finding all opposition so suddenly withdrawn, the flood divided upon the massive, thrusting figure of Ook-ootsk as upon a black rock in mid-stream. It united again behind him, surging pell-mell for the Cave-mouths, where in the crush the weaker and lighter were savagely torn and trampled underfoot. Then the Mammoths came thundering and trumpeting across the plateau, going through and over the lesser beasts like a tidal wave.|the Mammoths|['anger']|True
But now, finding all opposition so suddenly withdrawn, the flood divided upon the massive, thrusting figure of Ook-ootsk as upon a black rock in mid-stream. It united again behind him, surging pell-mell for the Cave-mouths, where in the crush the weaker and lighter were savagely torn and trampled underfoot. Then the Mammoths came thundering and trumpeting across the plateau, going through and over the lesser beasts like a tidal wave.|the weaker and lighter|['anger']|True
"But one fine day she vanished, leaving behind her a note containing these words: ""Many thanks for your kindness, but you bore me."" During the whole time they had lived together, he had not grasped the faintest notion of the girl's true nature; nor understood that to keep her contented it was not sufficient to treat her kindly, but that she required some equivalent for the odious excitements of the past. *       *       *       *       *  All feminine confessions--except those between relations which are generally commonplace and uninteresting--assume a kind of beauty in my eyes; a warmth and solemnity that excuses the casting aside of all conventional barriers."|her|['joy']|True
"But only for a second. For there came another chorus of yells from a distance, and I could hear the negro women on the steps behind me wailing softly. ""Load!"""|negro women|['sadness']|True
"But only for a second. For there came another chorus of yells from a distance, and I could hear the negro women on the steps behind me wailing softly. ""Load!"""|the negro women|['anger', 'sadness']|True
But she was foolish enough to talk about it; and when people laughed at her words with a good-natured contempt, her glance became searching and fixed as though she was trying to convince herself. Such an awful look of terror haunted her eyes, that at her gaze a cold shiver, born of one's own fears and forebodings, ran through one. She compelled us to realise the things we scarcely dare foresee....|her|['fear']|True
But she's a-visitin' hereabout at Mester Poyser's at the Hall Farm--it's them barns an' big walnut-trees, right away to the left, sir. She's own niece to Poyser's wife, an' they'll be fine an' vexed at her for making a fool of herself i' that way. But I've heared as there's no holding these Methodisses when the maggit's once got i' their head: many of 'em goes stark starin' mad wi' their religion.|She's own niece to Poyser's wife|['anger']|True
But she's a-visitin' hereabout at Mester Poyser's at the Hall Farm--it's them barns an' big walnut-trees, right away to the left, sir. She's own niece to Poyser's wife, an' they'll be fine an' vexed at her for making a fool of herself i' that way. But I've heared as there's no holding these Methodisses when the maggit's once got i' their head: many of 'em goes stark starin' mad wi' their religion.|niece to Poyser's wife|['anger']|True
But she's a-visitin' hereabout at Mester Poyser's at the Hall Farm--it's them barns an' big walnut-trees, right away to the left, sir. She's own niece to Poyser's wife, an' they'll be fine an' vexed at her for making a fool of herself i' that way. But I've heared as there's no holding these Methodisses when the maggit's once got i' their head: many of 'em goes stark starin' mad wi' their religion.|they'll|['anger']|True
But that's not exactly the question. It seems to me the question is this: shall we, who know what a blessed thing life is because we know what God is like, who can trust in him with all our hearts because he is the Father of our Lord Jesus Christ, the friend of sinners, shall we not try all we can to let them, too, know the blessedness of trusting in their Father in heaven? If we could only get them to say the Lord's prayer, _meaning_ it, think what that would be!|we|['joy']|True
"But the day comes when a man finds his man; and I believe that day has come now. I should very well like to send a bullet through your ugly head; but, bah! I might miss you, for my hand is still trembling from the traitorous wounds you inflicted upon me."""|I|['anger']|True
"But the day comes when a man finds his man; and I believe that day has come now. I should very well like to send a bullet through your ugly head; but, bah! I might miss you, for my hand is still trembling from the traitorous wounds you inflicted upon me."""|your|['anger']|True
"But there isn't so much to understand yet, you know, as there will be."" Her merriment returned. ""Tell me what girls are like, then, or I shall sulk all day because you say there isn't so much in me as in mamma."""|Her|['joy']|True
But there were phases and gradations in her speech, not one of which was lost upon Isabel's ear, though her eyes were absent from her companion's face. She had not proceeded far before Isabel noted a sudden break in her voice, a lapse in her continuity, which was in itself a complete drama. This subtle modulation marked a momentous discovery--the perception of an entirely new attitude on the part of her listener.|Isabel|['surprise']|True
"But we will not talk about her kind of beauty just now; we will keep to the more material loveliness of which you have been speaking--though, in truth, no loveliness can be only material. Well, then, for my answer; it is, I think, because God loves the beauty so much that he makes all beautiful things vanish quickly."" ""I do not understand you, papa."""|God|['joy']|True
But when he let go his hold of the boat, and began to look about him, and saw how the wind was tearing the water, and how it tossed and raved between him and Jesus, he began to be afraid. And as soon as he began to be afraid he began to sink; but he had, notwithstanding his fear, just sense enough to do the one sensible thing; he cried out, 'Lord, save me.' And Jesus put out his hand, and took hold of him, and lifted him up out of the water, and said to him, 'O thou of little faith, wherefore didst thou doubt?|he|['fear']|True
But whether, like Lazarus, he be borne of angels into Abraham's bosom, or, like the rich man, only dies and is buried, and _the rest_, neither living nor dying do I desire his company.' Uncle Silas here seemed suddenly overtaken by exhaustion. He leaned back with a ghastly look, and his lean features glistened with the dew of faintness.|Uncle Silas|['surprise']|True
"But you are good-natured princes, and you do not think it a bad thing that belief in the good God should constitute the philosophy of the people, very much as the goose stuffed with chestnuts is the truffled turkey of the poor."" CHAPTER IX--THE BROTHER AS DEPICTED BY THE SISTER  In order to furnish an idea of the private establishment of the Bishop of D----, and of the manner in which those two sainted women subordinated their actions, their thoughts, their feminine instincts even, which are easily alarmed, to the habits and purposes of the Bishop, without his even taking the trouble of speaking in order to explain them, we cannot do better than transcribe in this place a letter from Mademoiselle Baptistine to Madame the Vicomtess de Boischevron, the friend of her childhood. This letter is in our possession."|two sainted women|['disgust']|True
"But you can tell, sir, though you ain't got none there."" And though she was putting her parson to his catechism, the smile that returned on her face was as modest as if she had only been listening to his instruction. I had not long to look for my answer."|her|['joy']|True
But you must not speak to him on the subject; he's an odd man, and never did and never will act wisely, when his passions and prejudices are engaged.' 'Has she ever committed any great crime?' I asked, feeling as if I were on the point of fainting.|his|['disgust']|True
"But you must remember this: when you thought of marrying her, you'd a notion she'd got another sort of a nature inside her. You didn't think she could have got hardened in that little while to do what she's done."" ""I know--I know that,"" said Adam."|she|['anger']|True
"But, after all,"" continued the devotee of science, ""the phenomena of last night were not near so remarkable as those of the former occasion. By the way, my dear boy, do sleep-walkers have any particular fondness for watermelons?"" Uncle Obed laughed outright at this sally, and even Mr. Grant, wounded as his paternal heart was by the discovery, could not help smiling, though he felt more like weeping than laughing."|sleep-walkers|['joy']|True
"But, swift as were the movements of the travelers, those of their last night's escort were quicker still, as, with a loud shout, he rushed to head his friends in their resistance to the invaders. His black hair flew wildly around his bare head, and his eyes shone out from his beautiful and now pallid face with the unconquerable energy of a brave man. ""Back!"""|man|['surprise']|True
"By degrees the conversation became almost serious. One gentleman suddenly exclaimed, with great vehemence: ""Whatever happens, I shall not sell my property; I shall wait. Enterprise is better than money, and there, sir, you have my whole system of economy, if you wish!"""|One gentleman|['anger']|True
"By degrees the conversation became almost serious. One gentleman suddenly exclaimed, with great vehemence: ""Whatever happens, I shall not sell my property; I shall wait. Enterprise is better than money, and there, sir, you have my whole system of economy, if you wish!"""|gentleman|['surprise']|True
"By degrees the conversation became almost serious. One gentleman suddenly exclaimed, with great vehemence: ""Whatever happens, I shall not sell my property; I shall wait. Enterprise is better than money, and there, sir, you have my whole system of economy, if you wish!"""|sir|['surprise']|True
By the imprint of a finger-nail on a piece of parchment, it recognizes the difference which separates the Jewry of the Judengasse from the Jewry of the Ghetto. It re-discovers in what remains that which has been, good, evil, the true, the blood-stain of the palace, the ink-blot of the cavern, the drop of sweat from the brothel, trials undergone, temptations welcomed, orgies cast forth, the turn which characters have taken as they became abased, the trace of prostitution in souls of which their grossness rendered them capable, and on the vesture of the porters of Rome the mark of Messalina's elbowing. CHAPTER III--BRUNESEAU  The sewer of Paris in the Middle Ages was legendary.|their|['disgust']|True
CHAPTER VI--WHICH POSSIBLY PROVES BOULATRUELLE'S INTELLIGENCE  On the afternoon of that same Christmas Day, 1823, a man had walked for rather a long time in the most deserted part of the Boulevard de l'Hopital in Paris. This man had the air of a person who is seeking lodgings, and he seemed to halt, by preference, at the most modest houses on that dilapidated border of the faubourg Saint-Marceau. We shall see further on that this man had, in fact, hired a chamber in that isolated quarter.|he|['disgust']|True
Catherine had seasons of gloom and silence now and then: they were respected with sympathising silence by her husband, who ascribed them to an alteration in her constitution, produced by her perilous illness; as she was never subject to depression of spirits before. The return of sunshine was welcomed by answering sunshine from him. I believe I may assert that they were really in possession of deep and growing happiness.|him|['joy']|True
Cathy begged that he might be liberated then, as Isabella Linton had no partner: her entreaties were vain, and I was appointed to supply the deficiency. We got rid of all gloom in the excitement of the exercise, and our pleasure was increased by the arrival of the Gimmerton band, mustering fifteen strong: a trumpet, a trombone, clarionets, bassoons, French horns, and a bass viol, besides singers. They go the rounds of all the respectable houses, and receive contributions every Christmas, and we esteemed it a first-rate treat to hear them.|We|['joy', 'sadness', 'surprise']|True
Chapter 12  Miss Bart had in fact been treading a devious way, and none of her critics could have been more alive to the fact than herself; but she had a fatalistic sense of being drawn from one wrong turning to another, without ever perceiving the right road till it was too late to take it. Lily, who considered herself above narrow prejudices, had not imagined that the fact of letting Gus Trenor make a little money for her would ever disturb her self-complacency. And the fact in itself still seemed harmless enough; only it was a fertile source of harmful complications.|Lily|['fear']|True
Chapter 12  Miss Bart had in fact been treading a devious way, and none of her critics could have been more alive to the fact than herself; but she had a fatalistic sense of being drawn from one wrong turning to another, without ever perceiving the right road till it was too late to take it. Lily, who considered herself above narrow prejudices, had not imagined that the fact of letting Gus Trenor make a little money for her would ever disturb her self-complacency. And the fact in itself still seemed harmless enough; only it was a fertile source of harmful complications.|her|['anger', 'fear']|True
"Charles IX. suddenly arose. ""_Par la mordieu!_"" said he, passing his hands through his light brown hair, and wiping his brow at the same time, ""you are glad to be with me, are you not, Harry?"""|Harry|['joy', 'surprise']|True
Charles entered. Marguerite came forward, a smile on her lips. The King cast a rapid glance around.|Marguerite|['joy']|True
Close behind the last of the squealing fugitives came the cause of their panic--two immense black lions, who had apparently been playing with their prey like cats. When they came face to face with the rhinoceros where he stood among his victims, shaking the blood from horn and head and shoulder, they stopped abruptly. Together, perhaps, they would have been a match for him.|they|['surprise']|True
"Colonel Brockridge pointed with pride to Major Grant--which was the title of our hero during the last year of his residence at Tunbrook--as one of the brightest ornaments of his school, and as one of the best fruits of his system of education. And now we must take leave of Richard Grant; and we do so with greater regret than we should have done when his reputation was stained by ""watermelons"" and ""sleep-walking."" Our hero is still true to himself."|we|['disgust']|True
"Commercial Advertiser._  ""'Richard Dare's Venture' is a fresh, wholesome book to put into a boy's hands.""--_St. Louis Post Dispatch._  ""'Richard Dare's Venture' is a wholesome story of a practical boy who made a way for himself when thrown upon his own resources."" --_Christian Advocate._  ""It is such books as 'Richard Dare's Venture' that are calculated to inspire young readers with a determination to succeed in life, and to choose some honorable walk in which to find that success."|_St. Louis Post Dispatch|['joy']|True
"Compared with that which Richard had received, his whipping was light. When it was finished, he was surprised that he had got off with so little; and he congratulated himself upon the strategy which had so sensibly diminished his portion. ""Now, boys, you can go."|he|['joy', 'surprise']|True
Connie was in delight with everything, especially with all forms of animal life and enjoyment that we saw on the road. She seemed to enter into the spirit of the cows feeding on the rich green grass of the meadows, of the donkeys eating by the roadside, of the horses we met bravely diligent at their day's work, as they trudged along the road with wagon or cart behind them. I sat by the coachman, but so that I could see her face by the slightest turning of my head.|She|['joy']|True
Connie's face brightened as if she had not seen her mother for a fortnight. My Ethelwyn always brought the home gladness that her name signified with her. She was a centre of radiating peace.|Ethelwyn|['joy']|True
Conrad went straight towards the gas to light it. Tommy deeply regretted that it was he who had entered first. It would have been pleasant to get even with Conrad.|Tommy|['sadness']|True
Contains some Ball-practising   Under some calico draperies in the shady embrasure of a window, Arthur Pendennis chose to assume a very gloomy and frowning countenance, and to watch Miss Bell dance her first quadrille with Mr. Pynsent for a partner. That gentleman was as solemn and severe as Englishmen are upon such occasions, and walked through the dance as he would have walked up to his pew in church, without a smile upon his face, or allowing any outward circumstance to interfere with his attention to the grave duty in which he was engaged. But Miss Laura's face was beaming with pleasure and good-nature.|That gentleman|['anger', 'sadness']|True
Cosette had permission to pass an hour with him every day. As the sisters were melancholy and he was kind, the child made comparisons and adored him. At the appointed hour she flew to the hut.|him|['joy']|True
Cosette had permission to pass an hour with him every day. As the sisters were melancholy and he was kind, the child made comparisons and adored him. At the appointed hour she flew to the hut.|the child|['joy']|True
"Did you hear the way he read out my name?"" ""Yes; he may have been surprised you came out so high."" ""It's nothing to joke about,"" said Dick."|he|['surprise']|True
"Did you not have an early regard for me--in days when we were both of us romantic young fellows, Mr. Bows? Come, don't be angry with me now, and let us be as good friends as we were before."" ""Those days were very different,"" Mr. Bows answered; ""and Mr. Arthur Pendennis was an honest, impetuous young fellow then; rather selfish and conceited, perhaps, but honest."|Mr. Bows|['anger']|True
"Did you not have an early regard for me--in days when we were both of us romantic young fellows, Mr. Bows? Come, don't be angry with me now, and let us be as good friends as we were before."" ""Those days were very different,"" Mr. Bows answered; ""and Mr. Arthur Pendennis was an honest, impetuous young fellow then; rather selfish and conceited, perhaps, but honest."|me|['anger']|True
Distrusting Wolsey, and putting her sole reliance on Heaven and the goodness of her cause, she withdrew to Blackfriars, where she remained till the court met. As to the cardinal himself, driven desperate by his situation, and exasperated by the treatment he had experienced, he resolved, at whatever risk, to thwart Henry's schemes, and revenge himself upon Anne Boleyn. Thus matters continued till the court met as before in the Parliament-chamber, at Blackfriars.|Anne Boleyn|['anger']|True
Distrusting Wolsey, and putting her sole reliance on Heaven and the goodness of her cause, she withdrew to Blackfriars, where she remained till the court met. As to the cardinal himself, driven desperate by his situation, and exasperated by the treatment he had experienced, he resolved, at whatever risk, to thwart Henry's schemes, and revenge himself upon Anne Boleyn. Thus matters continued till the court met as before in the Parliament-chamber, at Blackfriars.|the cardinal|['anger', 'sadness']|True
