text|experiencer|emotion|explicit
Del Ferice represented the scum which remained after the revolution of 1848 had subsided.|Del Ferice|['disgust']|True
Dick watched him with strangely-mingled feelings, as he went, swiftly and warily, and ever and again turning a wicked eye upon the lad who had spared him, and whom he still suspected.|he|['fear']|True
Do not mistake me!' |me|['sadness']|True
Don Paolo--they have killed him!|him|['fear', 'sadness']|True
Don't be too severe on me, he said--quite humbly, considering all things.|he|['disgust', 'sadness']|True
Don't! cried Mary Goddard, starting as though some one had struck her.|Mary Goddard|['sadness']|True
Drive to the nearest Elevated station, he shouted.|he|['anger', 'surprise']|True
During the rapid give and take of this trying scene Kendal saw with a kind of incredulous admiration that Isabel Bretherton never once lost herself, that every gesture was true, every word struck home.|Kendal|['joy']|True
Easy all, Long John, cried Israel.|Israel|['sadness']|True
Edie ran lightly up into her own room, and soon reappeared  clad resplendent in the new peacock-blue dress, with hat and parasol to match, and a little creamy lamb's-wool scarf thrown with artful carelessness around her pretty neck and shoulders.|Edie|['joy', 'surprise']|True
Edie ran lightly up into her own room, and soon reappeared  clad resplendent in the new peacock-blue dress, with hat and parasol to match, and a little creamy lamb's-wool scarf thrown with artful carelessness around her pretty neck and shoulders.|her|['joy']|True
Edwin sees with bitterness that Angelina no longer runs to the gate to meet him, all smiles and blushes; and when he has a cough now she doesn't begin to cry and, putting her arms round his neck, say that she cannot live without him.|Edwin|['anger', 'disgust', 'sadness']|True
Elsewhere she too often suffered from a sense of self-reproach; between her and the book in which she tried to lose herself there would come importunate visions of woe, of starved faces, of fierce eyes.|she|['fear', 'sadness']|True
Elvira finds Macias in a mood of calm and even joyful waiting for the morrow.|Macias|['joy']|True
Elvira, with whom Macias is in love, the daughter of Nuno Fernandez, is embodied gentleness and virtue, until the fierce progress of her fate has taught her that men are treacherous and the world cruel.|Macias|['joy']|True
Elvira, with whom Macias is in love, the daughter of Nuno Fernandez, is embodied gentleness and virtue, until the fierce progress of her fate has taught her that men are treacherous and the world cruel.|her|['anger', 'disgust', 'fear']|True
Eustace,' she exclaimed, 'be kind to me, and don't perplex me like this.|she|['surprise']|True
Even Mrs. Ambrose was white with horror, and Mary Goddard stood motionless, staring down at her husband, her hands gripping the disordered coverlet convulsively.|Mrs. Ambrose|['disgust', 'fear', 'sadness']|True
Even Mrs. Ambrose was white with horror, and Mary Goddard stood motionless, staring down at her husband, her hands gripping the disordered coverlet convulsively.|her|['sadness']|True
Even her violent temper seemed to leave her, and miserable and hopeless she rolled from one lodging to another, drinking heavily, bringing the drink back with her and drinking in her bed until her hand was too unsteady to pour out another glass of whisky. |her|['anger', 'disgust', 'fear', 'surprise']|True
Even her violent temper seemed to leave her, and miserable and hopeless she rolled from one lodging to another, drinking heavily, bringing the drink back with her and drinking in her bed until her hand was too unsteady to pour out another glass of whisky. |she|['anger', 'disgust', 'fear', 'sadness']|True
Even in the moment when he had nearly killed Paolo that morning he had not been free from this tendency.|he|['fear', 'sadness']|True
Even the Marchesa forgot to complain and let herself be carried down without the least show of resistance.|Marchesa|['anger', 'sadness']|True
Even the priests said that the spirits of dead men did not come back to earth; how much more impossible must it be in Marzio's view, since he denied that man had a soul.|he|['anger']|True
Evidently his praise was very pleasant to her, and there must have been something strange and stirring to her feeling in the intensity and intimacy of his tone.|her|['joy', 'surprise']|True
Evidently his praise was very pleasant to her, and there must have been something strange and stirring to her feeling in the intensity and intimacy of his tone.|his|['joy']|True
FOR THOSE WHO HAVE ONCE BECOME AWARE OF THE EXISTENCE OF THE CENTRAL SPHERE AND OF THE ELECTRIC RING SURROUNDING IT, AND WHO ARE ABLE TO REALISE TO THE FULL THE GIGANTIC AS WELL AS MINUTE WORK PERFORMED BY THE ELECTRIC WAVES AROUND US AND WITHIN US, there can no longer be any doubt as to all the facts of Christianity, as none of them, VIEWED BY THE ELECTRIC THEORY, are otherwise than in accordance with the Creator's love and sympathy with even the smallest portion of His creation.|Creator's|['joy', 'sadness']|True
"Father, she said, in tones of passionate entreaty, ""will you not say you wish me well?"|she|['joy']|True
Feared he was, and proud.|he|['anger', 'fear', 'joy']|True
Fernan Perez, having set the intrigue on foot which is to wreck the love of Macias and Elvira, had just risen from his seat, when Wallace, who was watching the stage in a torment of mingled satisfaction and despair, touched Madame de Chacteauvieux's arm.|Fernan Perez|['surprise']|True
Fernan Perez, having set the intrigue on foot which is to wreck the love of Macias and Elvira, had just risen from his seat, when Wallace, who was watching the stage in a torment of mingled satisfaction and despair, touched Madame de Chacteauvieux's arm.|Wallace|['anger', 'fear', 'sadness']|True
Filled with a new life, you went on your way rejoicing and longing to do great deeds for her who had come into your destiny.|you|['joy', 'sadness', 'surprise']|True
Finally a chance of the game bringing her to him, she turned suddenly, and found Barold's eyes fixed upon her.|she|['surprise']|True
Flint was, and he died of rum at Savannah.|he|['fear', 'sadness']|True
Fondly he allowed these fancies to linger, but through the dream a sense of reality began to grow, and he remembered the narrowness of the life, when viewed from the material side, and its necessary promiscuousness, and he thought with horror of the impossibility of the preservation of that personal life, with all its sanctuary-like intensity, which was so dear to him.|he|['disgust', 'fear', 'sadness']|True
For John Short had prospered mightily in the world, and had come to think his first great success as very small and insignificant as compared with what he had done since.|John Short|['joy']|True
For John Short had prospered mightily in the world, and had come to think his first great success as very small and insignificant as compared with what he had done since.|his|['joy']|True
For Sir Richard, let me tell you plainly, he will die Sir Richard.|he|['fear', 'sadness']|True
For a moment she looked at Sara very hard indeed, and then her good- natured face lighted up.|her|['joy']|True
For all that, the two men put the greatest store by these excursions, counted them the chief jewel of each week, and not only set aside occasions of pleasure, but even resisted the calls of business, that they might enjoy them uninterrupted.|they|['joy']|True
For an hour he raged like a tiger, and then he sat down and wrote to his son, and ordered him never to come near his old home, nor to write to his father or brothers again.|he|['anger']|True
For he possessed a strong attraction for me--we had much the same tastes, we shared the same sympathies, in short, I desired nothing better than his confidence and companionship.|he|['joy']|True
For he possessed a strong attraction for me--we had much the same tastes, we shared the same sympathies, in short, I desired nothing better than his confidence and companionship.|we|['sadness']|True
For her love had been prosperous and smooth until, by a series of events, it had been brought into antagonism with two opposing interests--those of her father and of a certain Fernan Perez, the tool and favourite of the powerful Duke of Villena.|Duke of Villena|['joy']|True
For instance, a man who is obstinate in pursuing ACTIVE EVIL can so retrograde the progress of any spiritual life within him, that it shall lack the power to escape, as it might do, from merely lymphatic and listless temperaments, to seek some other chance of development, but shall sink into the form of quadrupeds, birds, and other creatures dominated by purely physical needs.|a man who is obstinate in pursuing ACTIVE EVIL|['anger', 'disgust', 'fear', 'joy', 'sadness']|True
For it was nothing but love with them from the very first, and so it must be to the very last.|them|['joy']|True
For man is but a frail and changing creature as regards his mortality, seeing that his life is not longer than the lives of other created things, and he is delicate and sickly and exposed to manifold dangers from his birth.|he|['sadness']|True
For several days she kept to herself and cried a good deal, but she exhibited no bitter grief.|she|['sadness']|True
For some seconds he stood looking at the purse from which he had just paid his assistants, then, with a laugh, he tossed it into the middle of the street, and signified his readiness for supper.  |he|['joy', 'surprise']|True
For the green silence of a vast South American forest encompasses me--the grand and stately silence of a virginal nature, almost unbroken by the ruthless step of man's civilization--a haven of perfect calm, delicately disturbed by the fluttering wings and soft voices of birds, and the gentle or stormy murmur of the freeborn winds of heaven.|birds|['joy']|True
For the love of heaven do not betray me--I have come so far--I am so tired.|me|['disgust', 'sadness']|True
For to the old people there is nothing sweeter than to see the young ones opening their hearts to all that they themselves have loved and rejoiced over.|they|['joy', 'surprise']|True
For we are self-deceiving hypocrites--few of us are really sorry for the dead--few of us remember them with any real tenderness or affection.|few of us|['joy']|True
For we are self-deceiving hypocrites--few of us are really sorry for the dead--few of us remember them with any real tenderness or affection.|we|['disgust']|True
For, once ye are gone, I will warn every post about this army, and there will be so shrewd a watch upon all pilgrims that, once again, were ye the very devil, ye would find it ruin to make the essay.|I|['fear', 'surprise']|True
For, once ye are gone, I will warn every post about this army, and there will be so shrewd a watch upon all pilgrims that, once again, were ye the very devil, ye would find it ruin to make the essay.|ye|['anger', 'disgust', 'fear', 'sadness']|True
From that day he had been so lame that he found it impossible to go either forward or back, and had preferred to take the chances of dying in the oasis to the certainty of perishing in the desert.|he|['fear', 'sadness', 'surprise']|True
From the Austin girls, whose eyes followed him, from Mr Hare, from Mrs Norton, John wandered sorrowfully away,--he wandered through the green woods and fields into the town.|John|['sadness']|True
From the whole tone of the young man's statement it was plain that he harboured very bitter and contemptuous thoughts about himself. |himself|['anger']|True
Further, from the intellectual centre of things, it was only known that the famous beauty had returned to the scene of her triumphs; and that now, as in the season, one of the first articles of the social decalogue laid it down as necessary that you should, first of all, see her in the theatre, and, secondly, know her--by fair means if possible, if not, by crooked ones--in society.|her|['joy']|True
Giovanni spared his enemy solely to please his wife, and half-a-dozen words from her had produced a result which no consideration of mercy or pity could have brought about.|his|['anger', 'disgust', 'fear']|True
Giovanni was brutal for once; he longed to wring the fellow's neck, or to give him up to Gouacho and the Zouaves.|Giovanni|['anger', 'fear']|True
Giovanni was brutal for once; he longed to wring the fellow's neck, or to give him up to Gouacho and the Zouaves.|he|['anger']|True
Girls and boys scrambled after each other quarrelling and selling newspapers.|Girls and boys|['anger']|True
Give me something to drink; I'm dying of thirst,' the sick woman murmured faintly.|I|['fear', 'sadness']|True
Glad as she was for Sara's sake, she went up the last flight of stairs with a lump in her throat and tears blurring her sight.|she|['joy']|True
Glad she hasn't taken a fancy to some haw-haw fellow, like that fool Barold.|Barold|['disgust']|True
Go home at once, she commanded indignantly.|she|['sadness']|True
Go thou, and save thyself, he said kindly.|he|['joy']|True
God bless you, Mary, he said; and that was all.|you|['joy']|True
God render her kindness!|her|['joy']|True
Gouache dropped behind, watching the pair and admiring them with true artistic appreciation.|them|['joy']|True
"Grandmamma, she said, her voice soft and broken, ""I think I should have been more frank, if--if you had been kinder sometimes."|her|['sadness']|True
Grim and silent on the stern sat Ruggiero, the tiller in his hand, his eye on the dark water to landward constantly on the look-out for the gusts that came down so quickly and which could deal treacherously with a light craft like the one he was steering.|Ruggiero|['anger', 'disgust', 'fear', 'sadness']|True
Guido's absence (he had gone to Rome on a visit of some weeks' duration) rendered me somewhat of a solitary, and as my light craft ran into harbor, I found myself in a pensive, half-uncertain mood, which brought with it its own depression.|I|['sadness']|True
Had I known you less well, I would have made you a sharer in my forsaken wealth.|I|['sadness']|True
Had he felt towards her only as the public felt it would have been an experience beyond the common run, and as it was--oh, this aching, intolerable sense of desire, of separation, of irremediable need!|he|['disgust']|True
Half in idleness, half in curiosity, I stood still and waited.|I|['surprise']|True
Half these people do not know in the least what they mean by 'breadth and colour' or 'virtuosity,' said Heliobas, with a smile.|Heliobas|['joy', 'surprise']|True
He added the last sentence with a shade of regret.|He|['sadness']|True
He almost died of brain fever, and long before he began to recover your poor papa was dead.|He|['fear', 'sadness']|True
He and his mamma knew very few people, and lived what might have been thought very lonely lives, although Cedric did not know it was lonely until he grew older and heard why it was they had no visitors.|He and his mamma|['sadness']|True
He at once inquired for the Countess, but found to his annoyance that both she and his sister had gone to the theatre.|his|['anger', 'disgust']|True
He began to go wrong, wrong in mind; and though of course I continue to take an interest in him for old sake's sake, as they say, I see and I have seen devilish little of the man.|I|['disgust', 'fear']|True
He came back to that unaccountable fear of the future as surely as a body thrown upwards falls again to the earth.|he|['anger', 'disgust', 'fear', 'sadness']|True
He ceased on a bitter tone, then, before his companion could reply, added violently: 'It is hideous to see her name in such places!'|he|['anger', 'disgust', 'fear', 'sadness']|True
He chose art as a profession, and, though a fairly successful painter, was as poor as I was rich.|He|['joy']|True
He could go down in the night and bury his brother's body there.|his brother's|['fear', 'sadness']|True
He could hardly wait to eat his dinner after he went home, he was so anxious to tell his mamma.|he|['anger', 'fear', 'sadness']|True
He could hear the regular breathing which told that Paolo was still alive.|Paolo|['joy']|True
He could never get rid of the sensation; it would haunt him and oppress him for the rest of his life, and he should have no peace.|him|['anger', 'disgust', 'fear', 'sadness']|True
He could not help looking round from time to time at the door, and more than once his eyes rested for several seconds upon the safe, while a slight shiver ran through his body and seemed to chill his fingers.|his|['fear']|True
He could not re-knit himself with the weft of life; the thread that had made him part of it had been snapped, and he was left struggling in space.|he|['anger', 'fear', 'sadness']|True
He could only lay his hand over hers with a brotherly clasp.|He|['joy']|True
He cried that it might pass from him.|He|['sadness']|True
He did not try to understand how it all was, but his instinct told him that she had been tricked into saying the words she had spoken to San Miniato at Tragara, and that she had never meant them.|she|['disgust']|True
He dies, and is swallowed up by the earth and gives no more trouble.|He|['fear', 'sadness']|True
He envied the hard-sobbing father's grief, the father who, prostrate by the bedside, held his dead daughter's hand, and showed a face wild with fear--a face on which was printed so deeply the terror of the soul's emotion, that John felt a supernatural awe creep upon him; felt that his presence was a sort of sacrilege.|him|['anger', 'fear', 'surprise']|True
He falls, and Elvira defends him from her husband with a look and gesture so terrible that he and the murderers fall back before her as though she were some ghastly avenging spirit.|Elvira|['anger', 'disgust', 'fear', 'sadness']|True
He falls, and Elvira defends him from her husband with a look and gesture so terrible that he and the murderers fall back before her as though she were some ghastly avenging spirit.|she|['disgust', 'fear']|True
He fears a quiet country-house no more than he would his own club.|He|['fear']|True
He felt glad, and wondered whether there was indeed any improvement in the invalid's health.|He|['joy']|True
He felt so little sure of himself that he never once looked back, lest he should be tempted to send a second man to stop the fugitive and deliver him up to justice.|a second man|['anger', 'disgust', 'fear', 'sadness']|True
He gazed upon the calm features, and he knew that he feared lest they should be still for ever.|he|['anger', 'fear']|True
He greeted the news with delight, and hastened to make ready.  |He|['joy']|True
He ground his teeth together, and his heart was full of bitter curses as he rode up the hill, hardly daring to reflect upon what he had done.|his|['anger', 'disgust', 'sadness']|True
He had a Parisian's love of luxury and perfect appointments as well as an artist's love of beauty, and his eyes rested with unmitigated pleasure on the riders and their horses, losing no detail of their dress, their simple English accoutrements, their firm seats and graceful carriage.|He|['joy']|True
He had a beautiful face and a fine, strong, graceful figure; he had a bright smile and a sweet, gay voice; he was brave and generous, and had the kindest heart in the world, and seemed to have the power to make every one love him.|He|['joy']|True
He had a beautiful face and a fine, strong, graceful figure; he had a bright smile and a sweet, gay voice; he was brave and generous, and had the kindest heart in the world, and seemed to have the power to make every one love him.|he|['joy', 'surprise']|True
He had a small house on a quiet street, and his little boy was born there, and everything was so gay and cheerful, in a simple way, that he was never sorry for a moment that he had married the rich old lady's pretty companion just because she was so sweet and he loved her and she loved him.|he|['joy']|True
He had a small house on a quiet street, and his little boy was born there, and everything was so gay and cheerful, in a simple way, that he was never sorry for a moment that he had married the rich old lady's pretty companion just because she was so sweet and he loved her and she loved him.|she|['joy']|True
He had always heard his mamma called by pretty, loving names, and so he used them himself when he spoke to her; he had always seen that his papa watched over her and took great care of her, and so he learned, too, to be careful of her.|his mamma|['joy']|True
"He had been banished with the ""old folks."""|He|['disgust', 'fear', 'sadness']|True
He had been out when they went, and so they had taken Miss Skeat as a sort of escort, and were doubtless enjoying themselves mightily. |they|['joy']|True
He had constructed the probable occurrences out of the materials of his imagination, and had done it so vividly as to frighten himself.|himself|['fear', 'surprise']|True
He had heard that tone of despair in it before--under over-arching woods, when the June warmth was in the air!|he|['sadness']|True
He had known extravagant speech go with practical nursing, and hoping that Mrs. Forest would prove another such one, he laid down the manuscript on the table.|he|['joy', 'surprise']|True
He had never heard an unkind or uncourteous word spoken at home; he had always been loved and caressed and treated tenderly, and so his childish soul was full of kindness and innocent warm feeling.|he|['joy']|True
He had never seen her prettier, more charming, or more natural.|her|['joy']|True
He had not registered on board, and he was so ill he gave up the passage.|he|['disgust', 'sadness']|True
He had resented her remaining oblivious of his presence when he stood near her, and he had resented her enjoyment of her surroundings; and now, as he led her away, leaving Lord Lansdowne rather disconsolate, he resented the fact that she did not seem nervous, or at all impressed by his silence.|Lord Lansdowne|['sadness']|True
He had resented her remaining oblivious of his presence when he stood near her, and he had resented her enjoyment of her surroundings; and now, as he led her away, leaving Lord Lansdowne rather disconsolate, he resented the fact that she did not seem nervous, or at all impressed by his silence.|he|['anger']|True
He had resented her remaining oblivious of his presence when he stood near her, and he had resented her enjoyment of her surroundings; and now, as he led her away, leaving Lord Lansdowne rather disconsolate, he resented the fact that she did not seem nervous, or at all impressed by his silence.|her|['joy']|True
He had spent a horrible quarter of an hour, between his desire to see Del Ferice punished and the promise he had given his wife to save him.|Del Ferice|['fear']|True
He had spent a horrible quarter of an hour, between his desire to see Del Ferice punished and the promise he had given his wife to save him.|He|['anger', 'disgust', 'fear']|True
He had that day so often fancied him dead, lying on the floor of the workshop, or buried in a dark corner of the cellar, that the idea of meeting him, calm and well as ever, had something refreshing in it.|he|['fear', 'sadness']|True
He has been faithful to you so long that I am sure he will make you happy.'|you|['joy']|True
He has dreamed too much and reflected too much on the meaning of life; his suffering is too original in himself, too self-centred, and at the same time too much, based on the inherent misery of existence, to allow him to project himself into and suffer with any individual grief, no matter how nearly it might be allied to him and to his personal interest.|he|['disgust', 'fear', 'sadness']|True
He has some right to be angry with me.|he|['anger', 'disgust']|True
He has the enthusiasm of humanity so strong upon him that you can't help agreeing with him as long as he's talking to you.'|he|['joy', 'surprise']|True
He heard me to the end in evident incredulity and alarm, and hinted at the possibility of madness.|he|['anger', 'fear']|True
He himself escaped behind the scenes as soon as Miss Bretherton's last recall was over, and the box was filled in his absence with a stream of friends, and a constant murmur of congratulation, which was music in the ears of Madame de Chacteauvieux, and, for the moment, silenced in Kendal his own throbbing and desolate consciousness.|He|['fear']|True
He hurried his pleading like the speech of a frightened child.|he|['fear', 'surprise']|True
He is almost at his last gasp,' said Kendal, with a ghostly smile, and a reckless impulse to talk which seemed to him his salvation.|he|['fear', 'surprise']|True
He is almost at his last gasp,' said Kendal, with a ghostly smile, and a reckless impulse to talk which seemed to him his salvation.|his|['surprise']|True
He is badly hurt, but not dead; is that it, Gigia?|He|['anger', 'fear', 'sadness']|True
He is dying.|he|['fear', 'sadness']|True
He is furious, especially as some ill-natured person has printed it in a Society paper.|He|['anger', 'disgust']|True
He is just now laughing heartily at a batch of the schoolmaster's scholars who are casting lots close at hand.|he|['joy']|True
He is kind and good, and he was sorry for you, for little lost Sara Crewe's sake.|He|['joy']|True
He is kind and good, and he was sorry for you, for little lost Sara Crewe's sake.|you|['fear', 'sadness']|True
He is probably crazy, said an Englishman.|He|['anger', 'fear', 'sadness']|True
He is safe now, she murmured very faintly.|He|['joy']|True
He is too patient to be ever wrathful; and barbaric ignorance confronts us again in the notion that He should need to be appeased.|us|['disgust']|True
He knew his weakness in this direction, and now he gladly welcomed the coming of grief, for indeed he had felt not a little shocked at the aridness of his heart, and frightened lest his eyes should remain dry even to the end.|he|['fear', 'sadness', 'surprise']|True
He laughed and resumed his seat at the breakfast-table.|He|['joy', 'surprise']|True
He looked upon her sourly for a little.|her|['disgust']|True
He looks at me sometimes with a loving, wondering little look, as if he were sorry for me, and then he will come and pet me or show me something.|he|['joy']|True
He looks very unhappy, said her daughter.|He|['sadness']|True
He looks very wild, said a New York mamma.|He|['surprise']|True
He lost all consciousness of the crowd; his whole soul seemed concentrated on that one instant.|he|['fear', 'sadness']|True
He may abuse me and be welcome, said Nino.|Nino|['anger', 'disgust', 'fear', 'sadness']|True
He might laugh at the existence of the soul and jest about the future state after death; he could not escape from the future in this life if he did the deed he contemplated.|He|['disgust', 'fear', 'joy', 'sadness', 'surprise']|True
He must be deformed somewhere; he gives a strong feeling of deformity, although I couldn't specify the point.|he|['disgust', 'fear', 'sadness']|True
He only thought he had lost it; and because he loved him so much his grief made him so ill that for a time he was not in his right mind.|He|['fear', 'sadness']|True
He only thought he had lost it; and because he loved him so much his grief made him so ill that for a time he was not in his right mind.|he|['joy']|True
He only thought he had lost it; and because he loved him so much his grief made him so ill that for a time he was not in his right mind.|him|['disgust', 'sadness']|True
He only thought he had lost it; and because he loved him so much his grief made him so ill that for a time he was not in his right mind.|his|['sadness']|True
He ought to be at school, only he's had such a dreadful cough we're afraid to send him out just yet.|he|['disgust', 'fear', 'sadness']|True
He ought to be at school, only he's had such a dreadful cough we're afraid to send him out just yet.|we|['fear']|True
He ran his arm through the bridle of his horse and walked by his enemy's side.|his|['anger', 'disgust', 'fear']|True
He receives their conciliatory attentions with a somewhat too palpable effort at cordiality, but he is only less timid than before.|he|['fear', 'sadness']|True
He reproached himself for having dreamed of her rather as a wife than as a sister, and then all art and all conscience went down as a broken wreck in the wild washing sea of deep human love: he knelt by her bedside, and sobbed piteously, a man whose life is broken.|he|['sadness']|True
He seemed not at all displeased.|He|['anger', 'disgust', 'sadness']|True
He seemed to feel that every one was his friend, and when any one spoke to him, when he was in his carriage in the street, he would give the stranger one sweet, serious look with the brown eyes, and then follow it with a lovely, friendly smile; and the consequence was, that there was not a person in the neighborhood of the quiet street where he lived--even to the groceryman at the corner, who was considered the crossest creature alive--who was not pleased to see him and speak to him.|he|['joy', 'surprise']|True
He smoked and kicked the chairs and read his novel, and was generally extremely uneasy, so that the clerks began to find him a nuisance, not having any idea that he was a real living swell. |he|['anger', 'disgust', 'fear']|True
"He spoke out loudly: ""We will save him and thee if we are able,"" he cried in brave enthusiasm for his chief."|he|['sadness']|True
He spoke proudly and fondly.|he|['joy']|True
He stayed outside the bathing-house fully half an hour, and then disappeared.|he|['fear']|True
He thought him a very rich and powerful person, he had so many things in his store,--prunes and figs and oranges and biscuits,--and he had a horse and wagon.|him|['joy']|True
He thought such rapture disproportionate to the cause, and regarded it grudgingly.|He|['joy']|True
He told him he might live as he pleased, and die where he pleased, that he should be cut off from his family forever, and that he need never expect help from his father as long as he lived.|he|['fear', 'sadness']|True
He tried to force his attention upon the details of the design he meditated against his brother's life, and for some time he succeeded.|he|['joy', 'surprise']|True
He was a man who had naturally a rather hot temper, and he did not wish it to get too much the better of him.|he|['anger']|True
He was allus that jealous of the pore innocent thing, mem--castin' in her teeth things as I couldn't bring myself not even to 'int at in your presence, Miss Woodstock, mem.|he|['anger', 'disgust']|True
He was always amused and interested, and he began to find an actual pleasure in the possession of the wealth he had imagined that he loathed the burden of.|He|['joy']|True
He was always amused and interested, and he began to find an actual pleasure in the possession of the wealth he had imagined that he loathed the burden of.|he|['anger', 'disgust']|True
He was austere with himself; drank gin when he was alone, to mortify a taste for vintages; and though he enjoyed the theatre, had not crossed the doors of one for twenty years.|He|['sadness']|True
He was austere with himself; drank gin when he was alone, to mortify a taste for vintages; and though he enjoyed the theatre, had not crossed the doors of one for twenty years.|he|['joy']|True
He was impatient with himself, and annoyed by the persistency of the impression that Paolo was in some way present in the place.|Paolo|['anger', 'disgust']|True
He was never as vicious a creature as you thought him, and Miss Bretherton has had no difficulty in slaying him.|he|['anger', 'disgust']|True
He was not given to bullying his servants, and always regretted being hasty with them, but his conviction had been strong that the message ought to have come in the night.|he|['sadness']|True
He was not much more than a baby, but that thought was in his mind whenever he climbed upon her knee and kissed her and put his curly head on her neck, and when he brought his toys and picture-books to show her, and when he curled up quietly by her side as she used to lie on the sofa.|he|['joy', 'surprise']|True
He was not old enough to know of anything else to do, so he did what he could, and was more of a comfort to her than he could have understood.|her|['joy']|True
"He was one of those men who were used and despised by their betters, and in using whom Cavour himself was provoked into writing ""Se noi facessimo per noi quel che faciamo per l'Italia, saremmo gran bricconi""--if we did for ourselves what we do for Italy, we should be great blackguards."|He|['anger', 'disgust']|True
He was pale now, for the flush that had been in his cheeks had subsided; his eyelids, which had been half open, had dropped and closed, so that he seemed to be sleeping peacefully, ready to wake at the slightest sound.|he|['joy']|True
He was perfectly cool and made no resistance, but gave me one look, so ugly that it brought out the sweat on me like running.|He|['disgust']|True
He was resigning himself to the inevitable, in the strength of that quiet which sometimes ensues upon despair.|He|['sadness']|True
He was surprised to see Mary staring at him in a dumfounded fashion, and he wondered why she kept shaking her head.|he|['surprise']|True
He was to go to-morrow, but I had little hope of ever seeing him back again.|I|['disgust', 'surprise']|True
He was under the influence of the most violent emotion, and his face betrayed something of what he felt.|he|['disgust', 'sadness']|True
He was very angry with himself for not having put it into better shape, and he determined to repair his error by devoting himself entirely to watching for the steamer. |He|['anger']|True
He was very angry with himself for not having put it into better shape, and he determined to repair his error by devoting himself entirely to watching for the steamer. |he|['sadness']|True
He was weak and broken with long illness and trouble, but he looked at her with the look she remembered in her father's eyes--that look of loving her and wanting to take her in his arms.|He|['anger', 'sadness']|True
He was weak and broken with long illness and trouble, but he looked at her with the look she remembered in her father's eyes--that look of loving her and wanting to take her in his arms.|her|['joy']|True
He was well stricken in years, and his hair and beard were very white.|He|['sadness']|True
He watched the group in the distant corner, and its very remoteness and removal from his personal knowledge and concern, moved him to passionate grief and tears....|him|['sadness']|True
He went away in a sort of ill temper because I would not let him abuse you as much as he pleased.|He|['disgust', 'sadness']|True
He went to Plymouth Grammar School, I remember now, with a nomination no doubt; and there, I dare say, he attracted some attention, being a decent, hard-working lad, and got sent to Oxford with a sizarship, or something of the sort; there are all kinds of arrangements like that at the Universities,  I believe, to encourage poor young men of respectable character.|he|['surprise']|True
He would be aware of the great field of lamps of a nocturnal city; then of the figure of a man walking swiftly; then of a child running from the doctor's; and then these met, and that human Juggernaut trod the child down and passed on regardless of her screams.|her|['anger', 'disgust', 'fear', 'surprise']|True
He would never read it now; or perhaps he should read it in memory of her, of her whom yesterday he parted with on the hills,--her little puritan look, her external girlishness, her golden brown hair and the sudden laugh so characteristic of her....|her|['joy', 'surprise']|True
He would not have Paolo die.|Paolo|['fear', 'sadness']|True
He would not own to himself that such a senseless fear could have produced a permanent impression on him, and yet he felt disturbed and unsettled, unaccountably discomposed, and altogether uncomfortable.|He|['anger', 'fear']|True
He would not own to himself that such a senseless fear could have produced a permanent impression on him, and yet he felt disturbed and unsettled, unaccountably discomposed, and altogether uncomfortable.|he|['anger', 'disgust', 'sadness']|True
He would not see you now, just going into port, but I will go and ask him, added the officer kindly, seeing how much distressed the other seemed to be.|the officer|['joy']|True
He's always dirtying hisself.|he|['disgust']|True
He's gone to the bad, and there's no help for it.'|He|['disgust', 'sadness']|True
He, Guido Ferrari, also joined occasionally with others in the good-natured mockery I brought down upon myself by my shrinking dislike of women.|I|['anger', 'disgust']|True
He, Guido Ferrari, also joined occasionally with others in the good-natured mockery I brought down upon myself by my shrinking dislike of women.|he|['disgust']|True
He, in whom jealousy has taken fierce root, refuses with reproach and insult, and in the full tide of her passionate reaction against his tyranny, the news is brought her by Beatriz that Fernan, in his determination to avoid the duel with Macias on the morrow, which the Duke, in accordance with knightly usage, has been forced to grant, has devised means for assassinating his rival in prison.|Duke|['anger', 'fear']|True
He, in whom jealousy has taken fierce root, refuses with reproach and insult, and in the full tide of her passionate reaction against his tyranny, the news is brought her by Beatriz that Fernan, in his determination to avoid the duel with Macias on the morrow, which the Duke, in accordance with knightly usage, has been forced to grant, has devised means for assassinating his rival in prison.|he|['anger', 'disgust', 'fear', 'sadness']|True
He, in whom jealousy has taken fierce root, refuses with reproach and insult, and in the full tide of her passionate reaction against his tyranny, the news is brought her by Beatriz that Fernan, in his determination to avoid the duel with Macias on the morrow, which the Duke, in accordance with knightly usage, has been forced to grant, has devised means for assassinating his rival in prison.|his|['fear', 'sadness']|True
Heaven knows how--he has escaped.|he|['fear']|True
Her beauty dazzled and overcame me.|Her|['joy']|True
Her extraordinary grace, her marvellous beauty were all subordinated to, forgotten almost in the supreme human passion speaking through her.|her|['joy']|True
Her husband--Miss Hurst was told--had deserted her, leaving her entirely without means, and now, but for Mrs. Sprowl's charity, she would have been in the workhouse.|her|['anger', 'disgust', 'fear', 'sadness']|True
Her limbs relaxed suddenly, and she fell straight backwards.|Her|['surprise']|True
Her mute sympathy and her deep distress touched him, while, at the same time, they seemed to quench the last spark of hope in him.|her|['anger', 'disgust', 'fear', 'sadness']|True
Her mute sympathy and her deep distress touched him, while, at the same time, they seemed to quench the last spark of hope in him.|him|['joy', 'surprise']|True
Her one thought was to save the man she loved, but she saw well enough that it was too late.|she|['joy']|True
