text|entity_start|entity_end|emotion_labels|emotions|emotion_count
'And she was so very angry to-day with me, because I would not walk again with her to Church Scarsdale. I am very much afraid of her. I--' and quite unpremeditatedly I burst into tears.|43|44|[2]|['fear']|1
'And she was so very angry to-day with me, because I would not walk again with her to Church Scarsdale. I am very much afraid of her. I--' and quite unpremeditatedly I burst into tears.|32|33|[2]|['fear']|1
'And the gate locked.' 'That's it--the gate locked,' she repeated, sulkily, with a defiant side-glance at Milly. 'And where's Pegtop?'|30|32|[0]|['anger']|1
'And the gate locked.' 'That's it--the gate locked,' she repeated, sulkily, with a defiant side-glance at Milly. 'And where's Pegtop?'|15|16|[0, 4]|['anger', 'sadness']|2
'But let me see your face, dearest,' he said. 'I don't think it will be safe for you to meet your brother yet.' As it was too dark to see her face on the summit where they sat they descended the winding staircase, and in the cabin Swithin examined the damaged cheek.|14|16|[2]|['fear']|1
'Cometh no help!' And no help came save the Angel of Desolation with sweeping black wings! And, oh, my eunuch!|12|16|[4]|['sadness']|1
'Cometh no help!' And no help came save the Angel of Desolation with sweeping black wings! And, oh, my eunuch!|25|26|[4]|['sadness']|1
'Do you remember my saying in the letter how I hungered to taste your lips? I don't know how I have refrained so long--'  'What is your love worth?' asked Rhoda, speaking with a great effort.|40|43|[3]|['joy']|1
'Do you remember my saying in the letter how I hungered to taste your lips? I don't know how I have refrained so long--'  'What is your love worth?' asked Rhoda, speaking with a great effort.|35|36|[3]|['joy']|1
'Egad, you surprise me!' The ejaculation savoured of 'the old man,' to borrow his scriptural phrase, more than anything I had heard from him before. '_How?_' he continued; 'how has Dudley _insulted_ you, my dear child?|14|18|[5]|['surprise']|1
'Egad, you surprise me!' The ejaculation savoured of 'the old man,' to borrow his scriptural phrase, more than anything I had heard from him before. '_How?_' he continued; 'how has Dudley _insulted_ you, my dear child?|29|30|[5]|['surprise']|1
'Here, here, here,' cry the Christian people, 'everywhere. It is an awful sting, a fearful victory. But God keeps it away from us many a time when we ask him--to let it pierce us to the heart, at last, to be sure; but that can't be helped.'|8|12|[2]|['fear']|1
'I think you might see her for a few minutes.' 'I should like to, if you please, Miss Madden,' replied Mildred, who had a rather uneasy look. She went upstairs and entered the bedroom, where a lamp was burning.|27|29|[2]|['fear']|1
'I will go whenever you like,' she answered, without looking at him. 'I have no wish to spoil your pleasure.' 'Really, I have very little pleasure in anything.|23|24|[3]|['joy']|1
'It is wrong even to go back to-day. I love you, and in that there is nothing to be ashamed of; but what bitter shame to be living with _him_, practising hypocrisy. He makes me hate myself as much as I hate _him_.'|51|52|[1, 3, 4]|['disgust', 'joy', 'sadness']|3
'It is wrong even to go back to-day. I love you, and in that there is nothing to be ashamed of; but what bitter shame to be living with _him_, practising hypocrisy. He makes me hate myself as much as I hate _him_.'|14|15|[3]|['joy']|1
'Kiss me.' She did, and consciousness was lost for them as their mouths clung together and their hearts throbbed like one. 'Isn't it better?'|20|21|[3]|['joy']|1
'Oh, only _two_ hundred! A wretched little sum.' 'You are a person of large ideas, as I have often told you.|15|22|[0]|['anger']|1
'Then I must try to see her. I begin to feel--to feel strongly--that a course which would seem premature and unbecoming in other cases would be true and proper conduct in this. Her unhappy dilemmas--her unwonted position--yes, yes--I see it all!|57|58|[1]|['disgust']|1
'To scorn the old idea that a woman's life is wasted if she does not marry. My work is to help those women who, by sheer necessity, must live alone--woman whom vulgar opinion ridicules. How can I help them so effectually as by living among them, one of them, and showing that my life is anything but weariness and lamentation?|38|40|[0, 1]|['anger', 'disgust']|2
'To scorn the old idea that a woman's life is wasted if she does not marry. My work is to help those women who, by sheer necessity, must live alone--woman whom vulgar opinion ridicules. How can I help them so effectually as by living among them, one of them, and showing that my life is anything but weariness and lamentation?|25|35|[0]|['anger']|1
(_A series of little gasps, emanating, apparently, from nowhere, from no one, fall into the next pause._ ANTHONY _is the color of chalk._ GLORIA'S _lips are parted and her level gaze at the old man is tense and frightened. There is not one smile in the room. Not one?|25|27|[2]|['fear']|1
(_A series of little gasps, emanating, apparently, from nowhere, from no one, fall into the next pause._ ANTHONY _is the color of chalk._ GLORIA'S _lips are parted and her level gaze at the old man is tense and frightened. There is not one smile in the room. Not one?|34|37|[2]|['fear']|1
(_A series of little gasps, emanating, apparently, from nowhere, from no one, fall into the next pause._ ANTHONY _is the color of chalk._ GLORIA'S _lips are parted and her level gaze at the old man is tense and frightened. There is not one smile in the room. Not one?|48|50|[2]|['fear']|1
*       *       *       *       *  I begin to meet people in the forest--_my_ forest. They gather flowers and break branches, and I feel as though they were robbing me. If only I could forbid people to walk in the forest and to boat on The Sound!|63|64|[0]|['anger']|1
"--that the London manager clapped his hands, and broke out with an enthusiastic bravo. Then having concluded his applause, Mr. Dolphin gave his secretary a slap on the shoulder, and said, ""By Jove, Billy, she'll do!"" ""Who taught her that dodge?"""|26|30|[3]|['joy']|1
"--that the London manager clapped his hands, and broke out with an enthusiastic bravo. Then having concluded his applause, Mr. Dolphin gave his secretary a slap on the shoulder, and said, ""By Jove, Billy, she'll do!"" ""Who taught her that dodge?"""|31|33|[3]|['joy']|1
"A great fleet sails with them up the eastern mouth of Sihor, and in it are twelve thousand chosen warriors of the Aquaiusha, the sons of those men who sacked Troy town."" And now a great groan went up to heaven from the lips of those who hearkened. Only Meriamun spoke thus:  ""And yet the Apura are gone, for whose sake, ye say, came the plagues."|54|59|[4]|['sadness']|1
A heaviness weighed upon her limbs, making it hardship to walk however short a distance. Arrived at Clapham Junction, she began to search wearily, indifferently, for the kind of shop that might answer her purpose. The receiving of letters which, for one reason or another, must be dispatched to a secret address, is a very ordinary complaisance on the part of small London stationers; hundreds of such letters are sent and called for every week within the metropolitan postal area.|25|26|[4]|['sadness']|1
A second biscuit charmed little Mary into perfect confidence, and in a minute or two she prattled away without the least restraint. Faithful Finucane meanwhile found Mr. Bungay in a severer mood than he had been on the night previous, when two-thirds of a bottle of port, and two large glasses of brandy-and-water, had warmed his soul into enthusiasm, and made him generous in his promises towards Captain Shandon. His impetuous wife had rebuked him on his return home.|34|39|[0, 3]|['anger', 'joy']|2
A stir began distinctly in the Saint-Leu quarter, but it did not resemble the movement of the first attack. A clashing of chains, the uneasy jolting of a mass, the click of brass skipping along the pavement, a sort of solemn uproar, announced that some sinister construction of iron was approaching. There arose a tremor in the bosoms of these peaceful old streets, pierced and built for the fertile circulation of interests and ideas, and which are not made for the horrible rumble of the wheels of war.|36|38|[0, 2]|['anger', 'fear']|2
AN IMPORTANT LETTER. It was, then, in the beginning of April that I received one morning an epistle from an old college friend of mine, with whom I had renewed my acquaintance of late, through the pleasure which he was kind enough to say he had derived from reading a little book of mine upon the relation of the mind of St. Paul to the gospel story. His name was Shepherd--a good name for a clergyman.|24|30|[3]|['joy']|1
AN IMPORTANT LETTER. It was, then, in the beginning of April that I received one morning an epistle from an old college friend of mine, with whom I had renewed my acquaintance of late, through the pleasure which he was kind enough to say he had derived from reading a little book of mine upon the relation of the mind of St. Paul to the gospel story. His name was Shepherd--a good name for a clergyman.|51|52|[3]|['joy']|1
After a moment of sombre reflection the young man swung himself to the back of his horse and galloped away. The look that he got from his grandfather when he departed did not enlighten or reassure him. The little square of the town house was pretty well cleared by this time.|33|34|[3]|['joy']|1
After a moment of sombre reflection the young man swung himself to the back of his horse and galloped away. The look that he got from his grandfather when he departed did not enlighten or reassure him. The little square of the town house was pretty well cleared by this time.|41|42|[3]|['joy']|1
After a time, however, she fell asleep in her chair before the fire. She awoke suddenly, but drowsily surprised and disappointed not to find Gwynne in the chair opposite. Then she became aware of the cause of her interrupted slumbers.|39|40|[4, 5]|['sadness', 'surprise']|2
After the birth of her only child, a daughter, they migrated to Glasgow, and struggled with great poverty for several years. This period was closed by the sudden disappearance of Mr. Clover. He did not actually desert his wife and child; at regular intervals letters and money arrived from him addressed to the care of Mrs. Clover's parents, who kept a china shop at Islington; beyond the postmarks, which indicated constant travel in England and abroad, these letters (always very affectionate) gave no information as to the writer's circumstances.|66|72|[5]|['surprise']|1
Again Suzanne shrank back, and again at his signal the men began to pull upon the rope. Then seeing it, with her face as pale as death, she learned forward and touched his lips with hers, whereon he seized her round the middle, and, drawing her to him, covered her with kisses till even the brutes with him called to him not to push his jest too far and to let the girl go. This he did, uttering words which I will not repeat, and so weak was Suzanne with shame that when his arms were taken from her she fell to the ground, and lay there till the old Hottentot, her servant, ran to her, cursing and weeping with rage, and helped her to her feet.|89|90|[0, 2, 3]|['anger', 'fear', 'joy']|3
Again Suzanne shrank back, and again at his signal the men began to pull upon the rope. Then seeing it, with her face as pale as death, she learned forward and touched his lips with hers, whereon he seized her round the middle, and, drawing her to him, covered her with kisses till even the brutes with him called to him not to push his jest too far and to let the girl go. This he did, uttering words which I will not repeat, and so weak was Suzanne with shame that when his arms were taken from her she fell to the ground, and lay there till the old Hottentot, her servant, ran to her, cursing and weeping with rage, and helped her to her feet.|151|152|[2, 3]|['fear', 'joy']|2
Again Suzanne shrank back, and again at his signal the men began to pull upon the rope. Then seeing it, with her face as pale as death, she learned forward and touched his lips with hers, whereon he seized her round the middle, and, drawing her to him, covered her with kisses till even the brutes with him called to him not to push his jest too far and to let the girl go. This he did, uttering words which I will not repeat, and so weak was Suzanne with shame that when his arms were taken from her she fell to the ground, and lay there till the old Hottentot, her servant, ran to her, cursing and weeping with rage, and helped her to her feet.|72|73|[3]|['joy']|1
Again Suzanne shrank back, and again at his signal the men began to pull upon the rope. Then seeing it, with her face as pale as death, she learned forward and touched his lips with hers, whereon he seized her round the middle, and, drawing her to him, covered her with kisses till even the brutes with him called to him not to push his jest too far and to let the girl go. This he did, uttering words which I will not repeat, and so weak was Suzanne with shame that when his arms were taken from her she fell to the ground, and lay there till the old Hottentot, her servant, ran to her, cursing and weeping with rage, and helped her to her feet.|117|118|[3]|['joy']|1
Again Suzanne shrank back, and again at his signal the men began to pull upon the rope. Then seeing it, with her face as pale as death, she learned forward and touched his lips with hers, whereon he seized her round the middle, and, drawing her to him, covered her with kisses till even the brutes with him called to him not to push his jest too far and to let the girl go. This he did, uttering words which I will not repeat, and so weak was Suzanne with shame that when his arms were taken from her she fell to the ground, and lay there till the old Hottentot, her servant, ran to her, cursing and weeping with rage, and helped her to her feet.|84|86|[0, 2, 3]|['anger', 'fear', 'joy']|3
Against a weak girl, a weak, defenceless girl whose one offence is that her love is loyal to a boy as helpless as herself. A brave conspiracy truly, brave, worthy, and honourable! You saw her to-night, how she faced us for his sake, unafraid and yet very sorely afraid because she is so womanly through her courage.|5|11|[2]|['fear']|1
"Ah"" (continued the German with much _bonhomie_), ""it was a pity to see in a great nation so much value attached to such a trifle as money. But what surprised me greatly was the tone of your poetry. Madame de Stael, who knew perhaps as much of England as she did of Germany, tells us that its chief character is the _chivalresque_; and, excepting only Scott, who, by the way, is _not_ English, I did not find one chivalrous poet among you."|42|43|[5]|['surprise']|1
Ah--yes--a good one,--a joke,--no--no--they HAD deserted him. And then poor Concho bowed his head to the ground, and falling on his face, cried as if his honest heart would break. The tempest passed in a moment; it was not Concho's nature to suffer long nor brood over an injury.|60|62|[4]|['sadness']|1
Aided by this pious woman, he was able to lift the orphans upon a bed reserved for the doctor in attendance. For fear that the sight of this mournful agony should make too deep an impression on the other patients, Sister Martha drew a large curtain, and the sisters were thus in some sort walled off from the rest of the room. Their hands had been so tightly clasped together, during a nervous paroxysm, that it was impossible to separate them.|45|48|[2]|['fear']|1
"All his nice little plan of campaign fell through. It was no use routing the Den, and putting Pledge and the ""Sociables"" to shame, when Georgie wouldn't be made a good job of. And so Dick, with some dismay and considerable loss to his self-conceit, had to order a retreat and consider whether the war was worth going on with under the circumstances."|46|47|[4]|['sadness']|1
"All his nice little plan of campaign fell through. It was no use routing the Den, and putting Pledge and the ""Sociables"" to shame, when Georgie wouldn't be made a good job of. And so Dick, with some dismay and considerable loss to his self-conceit, had to order a retreat and consider whether the war was worth going on with under the circumstances."|20|27|[1, 4]|['disgust', 'sadness']|2
"All his nice little plan of campaign fell through. It was no use routing the Den, and putting Pledge and the ""Sociables"" to shame, when Georgie wouldn't be made a good job of. And so Dick, with some dismay and considerable loss to his self-conceit, had to order a retreat and consider whether the war was worth going on with under the circumstances."|22|27|[4]|['sadness']|1
"All laughed again. ""Oh, that wretched donkey again, I see!"" cried the lady."|12|13|[1]|['disgust']|1
"All laughed again. ""Oh, that wretched donkey again, I see!"" cried the lady."|9|10|[1]|['disgust']|1
All of us know seamstresses, dressmakers, nurses, and laundresses who have made themselves such a reputation, and are so beset and overcrowded with work, that the whole neighborhood is constantly on its knees to them with uplifted hands. The fine seamstress, who can cut and make trousseaus and layettes in elegant perfection, is always engaged six months in advance; the pet dressmaker of a neighborhood must be engaged in May for September, and in September for May; a laundress who sends your clothes home in nice order always has all the work that she can do. Good work in any department is the rarest possible thing in our American life; and it is a fact that the great majority of workers, both in the family and out, do only tolerably well,--not so badly that it actually cannot be borne, yet not so well as to be a source of real, thorough satisfaction.|51|55|[3]|['joy']|1
All of us know seamstresses, dressmakers, nurses, and laundresses who have made themselves such a reputation, and are so beset and overcrowded with work, that the whole neighborhood is constantly on its knees to them with uplifted hands. The fine seamstress, who can cut and make trousseaus and layettes in elegant perfection, is always engaged six months in advance; the pet dressmaker of a neighborhood must be engaged in May for September, and in September for May; a laundress who sends your clothes home in nice order always has all the work that she can do. Good work in any department is the rarest possible thing in our American life; and it is a fact that the great majority of workers, both in the family and out, do only tolerably well,--not so badly that it actually cannot be borne, yet not so well as to be a source of real, thorough satisfaction.|106|108|[3]|['joy']|1
All of us know seamstresses, dressmakers, nurses, and laundresses who have made themselves such a reputation, and are so beset and overcrowded with work, that the whole neighborhood is constantly on its knees to them with uplifted hands. The fine seamstress, who can cut and make trousseaus and layettes in elegant perfection, is always engaged six months in advance; the pet dressmaker of a neighborhood must be engaged in May for September, and in September for May; a laundress who sends your clothes home in nice order always has all the work that she can do. Good work in any department is the rarest possible thing in our American life; and it is a fact that the great majority of workers, both in the family and out, do only tolerably well,--not so badly that it actually cannot be borne, yet not so well as to be a source of real, thorough satisfaction.|110|111|[3]|['joy']|1
"All their hopes will be dashed to the ground by the imperious Southern white, no longer feeling for them even the interest of a master, and regarding them with a mixture of hatred and loathing as the cause of all his reverses. Then if, driven to despair, they seek to defend themselves by force, they will be crushed by the power of the government and ground to powder, as the weak have always been under the heel of the strong. ""So much for our abolition of slavery."|72|73|[0]|['anger']|1
"All their hopes will be dashed to the ground by the imperious Southern white, no longer feeling for them even the interest of a master, and regarding them with a mixture of hatred and loathing as the cause of all his reverses. Then if, driven to despair, they seek to defend themselves by force, they will be crushed by the power of the government and ground to powder, as the weak have always been under the heel of the strong. ""So much for our abolition of slavery."|63|64|[0, 2, 4]|['anger', 'fear', 'sadness']|3
"All this, however, took but an instant, at the end of which she had disengaged her wrist, turning her eyes upon her visitant. ""You've frightened me,"" she said. ""I didn't mean to,"" he answered, ""but if I did a little, no matter."|30|33|[2]|['fear']|1
"All this, however, took but an instant, at the end of which she had disengaged her wrist, turning her eyes upon her visitant. ""You've frightened me,"" she said. ""I didn't mean to,"" he answered, ""but if I did a little, no matter."|34|35|[2]|['fear']|1
"All this, however, took but an instant, at the end of which she had disengaged her wrist, turning her eyes upon her visitant. ""You've frightened me,"" she said. ""I didn't mean to,"" he answered, ""but if I did a little, no matter."|36|37|[2]|['fear']|1
All was well. There is a deity for those drunken men who are called lovers. Marius blind, had followed the path which he would have chosen had he been in full possession of his sight.|11|12|[1]|['disgust']|1
"Among other things, she seemed greatly interested in every word that Evgenie Pavlovitch had said, and made the prince repeat that part of the story over and over again. ""Well, that'll do; we must be quick,"" she concluded, after hearing all. ""We have only an hour here, till eight; I must be home by then without fail, so that they may not find out that I came and sat here with you; but I've come on business."|48|49|[2]|['fear']|1
Among the guests was Wallingford. It was six months, almost to a day, since the dearest hope in life he had ever cherished went suddenly out, and left him, for a season, in the darkness of despair. I did not expect to see him on this occasion; and there was another, I think, who as little anticipated his presence--I mean the bride.|25|26|[4]|['sadness']|1
Among the guests was Wallingford. It was six months, almost to a day, since the dearest hope in life he had ever cherished went suddenly out, and left him, for a season, in the darkness of despair. I did not expect to see him on this occasion; and there was another, I think, who as little anticipated his presence--I mean the bride.|53|54|[4]|['sadness']|1
"An expression of annoyance appeared on the emperor's face. He liked not to be crossed at any time by any one. ""You have well called him the false fool, Madam,"" said Charles, curtly, ""for he is no true fool."""|47|48|[0]|['anger']|1
"And Anton keenly felt how painful it must needs be to him to have a stranger thus introduced into his most secret affairs--a stranger anxious to spare his feelings, it is true, but at every moment betraying that anxiety, and so giving fresh offense. The baroness, who stood behind her husband, looked on nervously at the attempts he made to control his irritation, but at length she waved her hand so significantly that Anton had abruptly to break off his report. When he had left the room, the baron flung himself back in the utmost excitement, and exclaimed, ""You have set a trustee over me."""|87|89|[0, 2]|['anger', 'fear']|2
"And Anton keenly felt how painful it must needs be to him to have a stranger thus introduced into his most secret affairs--a stranger anxious to spare his feelings, it is true, but at every moment betraying that anxiety, and so giving fresh offense. The baroness, who stood behind her husband, looked on nervously at the attempts he made to control his irritation, but at length she waved her hand so significantly that Anton had abruptly to break off his report. When he had left the room, the baron flung himself back in the utmost excitement, and exclaimed, ""You have set a trustee over me."""|53|57|[2]|['fear']|1
"And Anton keenly felt how painful it must needs be to him to have a stranger thus introduced into his most secret affairs--a stranger anxious to spare his feelings, it is true, but at every moment betraying that anxiety, and so giving fresh offense. The baroness, who stood behind her husband, looked on nervously at the attempts he made to control his irritation, but at length she waved her hand so significantly that Anton had abruptly to break off his report. When he had left the room, the baron flung himself back in the utmost excitement, and exclaimed, ""You have set a trustee over me."""|94|95|[0]|['anger']|1
And I am confident it is so with a great many things that we reject. We reject them simply because we do not understand them. Therefore, indeed, we cannot with truth be said to reject them at all.|31|32|[1]|['disgust']|1
And I am confident it is so with a great many things that we reject. We reject them simply because we do not understand them. Therefore, indeed, we cannot with truth be said to reject them at all.|39|40|[1]|['disgust']|1
"And I vowed that, even under the coming exigencies, when I should have to put on an appearance of grace and dignity,--exigencies which I clearly foresaw the moment my curate made his appearance, these old veterans should never be set aside or cast as lumber, when their aristocratic friends would make their appearance. And my books looked at me as much as to say:--  ""You're not ashamed of us?"" No, dear silent friends, I should be the meanest, most ungrateful of mortals if I could be ashamed of you."|82|85|[1, 4]|['disgust', 'sadness']|2
"And I vowed that, even under the coming exigencies, when I should have to put on an appearance of grace and dignity,--exigencies which I clearly foresaw the moment my curate made his appearance, these old veterans should never be set aside or cast as lumber, when their aristocratic friends would make their appearance. And my books looked at me as much as to say:--  ""You're not ashamed of us?"" No, dear silent friends, I should be the meanest, most ungrateful of mortals if I could be ashamed of you."|69|71|[1]|['disgust']|1
"And I vowed that, even under the coming exigencies, when I should have to put on an appearance of grace and dignity,--exigencies which I clearly foresaw the moment my curate made his appearance, these old veterans should never be set aside or cast as lumber, when their aristocratic friends would make their appearance. And my books looked at me as much as to say:--  ""You're not ashamed of us?"" No, dear silent friends, I should be the meanest, most ungrateful of mortals if I could be ashamed of you."|88|89|[1]|['disgust']|1
And a man in an intricately-equipped Time Observatory could revisit the past as easily as he could travel across the great curve of the universe to the farthest planet of the farthest star. The controls were suddenly firm in his hands. He knew precisely what adjustments to make.|46|47|[5]|['surprise']|1
And as she whispered of joy to be, and things too holy to be written, the face of the Wanderer grew bright, like the face of a God. Then suddenly his head fell back, and he was dead, dead upon the heart of the World's Desire. For thus was fulfilled the oath of Idalian Aphrodite, and thus at the last did Odysseus lie in the arms of the Golden Helen.|2|3|[5]|['surprise']|1
"And because he gets a good name here, and drinks his tea comfortably, he does his duty none the less. And I tell you, too, Mr. Baumann, that I beg never to hear again of your African notions."" Baumann smiled proudly."|38|39|[1]|['disgust']|1
"And because he gets a good name here, and drinks his tea comfortably, he does his duty none the less. And I tell you, too, Mr. Baumann, that I beg never to hear again of your African notions."" Baumann smiled proudly."|30|36|[1]|['disgust']|1
And before the host marched, the Captains came to the Wanderer, according to the command of Pharaoh, and placing their hands in his, swore to do his bidding on the march and in the battle. They brought him the great black bow of Eurytus, and his keen sword of bronze, Euryalus' gift, and many a sheaf of arrows, and his heart rejoiced when he saw the goodly weapon. He took the bow and tried it, and as he drew the string, once again and for the last time it sang shrilly of death to be.|77|79|[3]|['joy']|1
And before the host marched, the Captains came to the Wanderer, according to the command of Pharaoh, and placing their hands in his, swore to do his bidding on the march and in the battle. They brought him the great black bow of Eurytus, and his keen sword of bronze, Euryalus' gift, and many a sheaf of arrows, and his heart rejoiced when he saw the goodly weapon. He took the bow and tried it, and as he drew the string, once again and for the last time it sang shrilly of death to be.|10|13|[3]|['joy']|1
"And fightin' going on and burnin' and killin' that 'e started, war without end all over the world! ""I suppose I shall 'ave to kill that other chap. I suppose I must."|42|43|[0]|['anger']|1
"And fightin' going on and burnin' and killin' that 'e started, war without end all over the world! ""I suppose I shall 'ave to kill that other chap. I suppose I must."|37|39|[0]|['anger']|1
"And here Madame Merle stopped. Then she went on with a sudden outbreak of passion, a burst of summer thunder in a clear sky: ""The matter is that I would give my right hand to be able to weep, and that I can't!"" ""What good would it do you to weep?"""|9|10|[0, 5]|['anger', 'surprise']|2
And if God means it, it is mine, even if I should never smell it again. The music of the spheres is mine if old age should make me deaf as the adder. Am I mystical again, reader?|31|32|[4]|['sadness']|1
"And if fair allowances were made to them, and their buildings attended to, one could persuade them to farm on a better plan, stupid as they are."" ""Then mind you fall in love in the right place, and don't get a wife who will drain your purse and make you niggardly in spite of yourself. My mother and I have a little discussion about you sometimes: she says, 'I'll never risk a single prophecy on Arthur until I see the woman he falls in love with.'"|47|49|[0]|['anger']|1
"And if fair allowances were made to them, and their buildings attended to, one could persuade them to farm on a better plan, stupid as they are."" ""Then mind you fall in love in the right place, and don't get a wife who will drain your purse and make you niggardly in spite of yourself. My mother and I have a little discussion about you sometimes: she says, 'I'll never risk a single prophecy on Arthur until I see the woman he falls in love with.'"|48|49|[0]|['anger']|1
"And if fair allowances were made to them, and their buildings attended to, one could persuade them to farm on a better plan, stupid as they are."" ""Then mind you fall in love in the right place, and don't get a wife who will drain your purse and make you niggardly in spite of yourself. My mother and I have a little discussion about you sometimes: she says, 'I'll never risk a single prophecy on Arthur until I see the woman he falls in love with.'"|75|76|[0]|['anger']|1
And if this was a necessary preparation for what, should follow, I would be the very last to complain of it. We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening.|73|74|[1, 4]|['disgust', 'sadness']|2
And if this was a necessary preparation for what, should follow, I would be the very last to complain of it. We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening.|34|35|[4]|['sadness']|1
And if this was a necessary preparation for what, should follow, I would be the very last to complain of it. We went to bed again, and the forsaken child of some half-animal mother, now perhaps asleep in some filthy lodging for tramps, lay in my Ethelwyn's bosom. I loved her the more for it; though, I confess, it would have been very painful to me had she shown it possible for her to treat the baby otherwise, especially after what we had been talking about that same evening.|40|41|[1]|['disgust']|1
And in every province which he conquered, he ordered them to build a temple to the stars. But a heavy sorrow fell upon the fears of Morven. The sister of Siror bowed down her head, and survived not long the slaughter of her race.|28|30|[2, 4]|['fear', 'sadness']|2
"And she laughed merrily. ""We'll try to keep up the talk all the way, so that you sha'n't weary of the journey."" ""You're going to carry me somewhere with my eyes tied up."|33|34|[1]|['disgust']|1
And she looked a little offended, and assured me to the contrary.' 'Well,' her daughter went on, 'about three months ago, I missed it. My mother would not tell me anything about it.|28|29|[4]|['sadness']|1
And she looked a little offended, and assured me to the contrary.' 'Well,' her daughter went on, 'about three months ago, I missed it. My mother would not tell me anything about it.|17|19|[4]|['sadness']|1
And she returned to the question of the will, but not so directly, and with more art. Why should this dreadful woman's thoughts be running so continually upon my father's will? How could it concern her?|1|2|[2]|['fear']|1
And she returned to the question of the will, but not so directly, and with more art. Why should this dreadful woman's thoughts be running so continually upon my father's will? How could it concern her?|24|26|[1]|['disgust']|1
And sometimes when I sing I remember where I am and stop suddenly. It is as indecent as if one sang in the house of the dead. Soon I shall always remember and not sing at all.|30|31|[1]|['disgust']|1
"And there was no coach to take him back to Oakbourne that day. Well, he would walk: he couldn't stay here, in wretched inaction. But the innkeeper, seeing that Adam was in great anxiety, and entering into this new incident with the eagerness of a man who passes a great deal of time with his hands in his pockets looking into an obstinately monotonous street, offered to take him back to Oakbourne in his own ""taxed cart"" this very evening."|21|22|[1]|['disgust']|1
And what he saw brought the look of anxiety once more into his round, saucer-eyes. Hurling itself with desperate, plunging leaps through the rank growths, and snapping the trunks of the brittle tree-ferns in its path as if they had been cauliflowers, came a creature not unlike himself, but of less than half the size, and with neck and tail of only moderate length. This creature was fleeing in frantic terror from another and much smaller being, which came leaping after it like a giant kangaroo.|62|67|[4]|['sadness']|1
And when I raised my eyes to see what this might mean, I found myself looking straight into the astonished face of Sam, my boy. He stared at me for a moment, his eyes starting from his head, and then with a loud cry he dropped the fan he had been wielding and ran from the room, clapping his hands together as he went, as I had heard negroes do under stress of great excitement. What could it mean?|76|78|[3]|['joy']|1
"And when I replied that I would have whichever she liked best--""The boiled beef lasts longest, I think,"" she said. Yet she was not only as liberal and kind as any to the poor, but she was, which is rarer, and perhaps more important for the final formation of a character, carefully just to everyone with whom she had any dealings. Her sense of law was very strong."|65|72|[2]|['fear']|1
"And when I replied that I would have whichever she liked best--""The boiled beef lasts longest, I think,"" she said. Yet she was not only as liberal and kind as any to the poor, but she was, which is rarer, and perhaps more important for the final formation of a character, carefully just to everyone with whom she had any dealings. Her sense of law was very strong."|68|69|[2]|['fear']|1
And whose the fault? He rose out of his amazement crying it with a roar, and foreignly beholding himself. He pelted himself with epithets; his worst enemies could not have been handier in using them.|34|35|[0, 5]|['anger', 'surprise']|2
And with that she went back to the Countess Gemini. CHAPTER XLIX  Madame Merle had not made her appearance at Palazzo Roccanera on the evening of that Thursday of which I have narrated some of the incidents, and Isabel, though she observed her absence, was not surprised by it. Things had passed between them which added no stimulus to sociability, and to appreciate which we must glance a little backward.|53|55|[5]|['surprise']|1
And you will be at the secret of the things he has made. You will feel what they are, and that which his will created in gladness you will receive in joy. One glimmer of the present God in this glory would send you home singing.|48|49|[3]|['joy']|1
And you will be at the secret of the things he has made. You will feel what they are, and that which his will created in gladness you will receive in joy. One glimmer of the present God in this glory would send you home singing.|24|25|[3]|['joy']|1
And, as the deeper consciousness more and more asserted itself to the exclusion of the surface happenings of his mere body during the day, the sense of exhaustion vanished, and he realised that he was moving somewhere in the region of causes behind the veil, beyond the gross deceptions of the senses, and released from the clumsy spell of space and time. Without great surprise, therefore, he turned and saw that his companion had altered, had shed his overcoat and black hat, and was moving beside him absolutely _without sound_. For a brief second he saw him, tall as a tree, extending through space like a great shadow, misty and wavering of outline, followed by a sound like wings in the darkness; but, when he stopped, fear clutching at his heart, the other resumed his former proportions, and Jones could plainly see his normal outline against the green field behind.|148|149|[5]|['surprise']|1
Anton consented. He sat down at once, and informed the baron of the warning given by the wool-dealer. And thus he, while far away, came into new relations with the family of the baron, which were destined to have important consequences for him and them alike.|42|45|[2]|['fear']|1
Anton consented. He sat down at once, and informed the baron of the warning given by the wool-dealer. And thus he, while far away, came into new relations with the family of the baron, which were destined to have important consequences for him and them alike.|20|25|[2]|['fear']|1
"Anton rejoiced to have succeeded so well in concealing the feeling of insecurity which made his present position an irksome one to him. ""You see,"" said he to his faithful ally, as they both sat over the green tile stove at evening, ""what disturbs me most is that I feel more ignorant and helpless than any of the servants about, and yet I have got to maintain their respect. These two last days have taught me how little mere good-will can do."|33|34|[4]|['sadness']|1
